video,release_id,report_id,frame_index,second,phase,phase_note,target_candidate,review_quality,bbox_x,bbox_y,bbox_w,bbox_h,component_area,aspect_ratio,center_x,center_y,component_min_luma,component_max_luma,component_mean_luma,local_median_luma,dark_contrast_delta_luma,detection_threshold,score,bottom_third_proxy,notes
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,18,0.6,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,19,0.633,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,20,0.667,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,21,0.7,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,22,0.733,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,23,0.767,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,24,0.8,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,25,0.833,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,26,0.867,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,27,0.9,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,28,0.933,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,29,0.967,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,30,1.0,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,31,1.033,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,32,1.067,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,33,1.1,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,34,1.133,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,35,1.167,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,36,1.2,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,37,1.233,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,38,1.267,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,39,1.3,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,40,1.333,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,41,1.367,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,42,1.4,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,43,1.433,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,44,1.467,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,45,1.5,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,46,1.533,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,47,1.567,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,48,1.6,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,49,1.633,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,50,1.667,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,51,1.7,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,52,1.733,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,53,1.767,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,54,1.8,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,55,1.833,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,56,1.867,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,57,1.9,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,58,1.933,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,59,1.967,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,60,2.0,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,61,2.033,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,62,2.067,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,63,2.1,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,64,2.133,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,65,2.167,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,66,2.2,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,67,2.233,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,68,2.267,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,69,2.3,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,70,2.333,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,71,2.367,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,72,2.4,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,73,2.433,pre-crossing context,Before the DVIDS-described bottom-third crossing is visible locally,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,74,2.467,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,75,2.5,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",True,high,157,767,108,18,1284,6.0,216.385,774.577,0,78,13.137072,53.0,62.0,19.0,656.377103,True,strong dark elongated bottom-third candidate aligned with DVIDS left-to-right crossing
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,76,2.533,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",True,high,283,770,105,15,1201,7.0,333.897,776.807,0,66,15.749376,55.0,74.0,20.0,713.393172,True,strong dark elongated bottom-third candidate aligned with DVIDS left-to-right crossing
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,77,2.567,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",True,high,407,772,103,15,1283,6.866667,458.685,779.394,0,82,22.908028,90.0,94.0,23.0,825.206391,True,strong dark elongated bottom-third candidate aligned with DVIDS left-to-right crossing
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,78,2.6,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",True,high,524,773,103,18,1381,5.722222,575.411,781.322,0,83,20.995655,83.0,91.0,24.0,810.711827,True,strong dark elongated bottom-third candidate aligned with DVIDS left-to-right crossing
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,79,2.633,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",True,high,647,776,98,19,1355,5.157895,695.265,785.156,0,116,28.587454,108.0,114.0,33.0,908.212701,True,strong dark elongated bottom-third candidate aligned with DVIDS left-to-right crossing
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,80,2.667,bottom-third crossing,"DVIDS: near the two-second mark, an area of contrast moves left-to-right across the bottom third",False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,81,2.7,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,82,2.733,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,83,2.767,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,84,2.8,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,85,2.833,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,86,2.867,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,87,2.9,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,88,2.933,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,89,2.967,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,90,3.0,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,91,3.033,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,92,3.067,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,93,3.1,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,94,3.133,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,95,3.167,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,96,3.2,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,97,3.233,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,98,3.267,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,99,3.3,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,100,3.333,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,101,3.367,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,102,3.4,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,103,3.433,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,104,3.467,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,105,3.5,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,106,3.533,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,107,3.567,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,108,3.6,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,109,3.633,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,110,3.667,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,111,3.7,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,112,3.733,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,113,3.767,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,114,3.8,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,115,3.833,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,116,3.867,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,117,3.9,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,118,3.933,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,119,3.967,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,120,4.0,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,121,4.033,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,122,4.067,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
