candidate_id,record_id,release_tag,video_name,dvids_id,dvids_url,source_basis,source_status,approx_second,frame_index,label_text_observed,label_family,candidate_class,classification_status,alteration_status,fresh_clone_reproducible,local_source_path,crop_path,evidence_detail,ambiguity_notes,next_action
DOW-UAP-PR34-METADATA-001,DOW-UAP-PR34,release-01,DOD_111689011.mp4,1006080,https://www.dvidshub.net/video/1006080,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689011.mp4,,"Matched terms: field-of-view, reticle, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR35-METADATA-001,DOW-UAP-PR35,release-01,DOD_111689022-1920x1080-9000k.mp4,1006082,https://www.dvidshub.net/video/1006082,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689022-1920x1080-9000k.mp4,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR36-METADATA-001,DOW-UAP-PR36,release-01,DOD_111689030.mp4,1006083,https://www.dvidshub.net/video/1006083,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689030.mp4,,"Matched terms: Range, field-of-view, reticle, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR37-METADATA-001,DOW-UAP-PR37,release-01,DOD_111689044.mp4,1006087,https://www.dvidshub.net/video/1006087,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689044.mp4,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR38-METADATA-001,DOW-UAP-PR38,release-01,DOD_111689051.mp4,1006088,https://www.dvidshub.net/video/1006088,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689051.mp4,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR39-METADATA-001,DOW-UAP-PR39,release-01,DOD_111689057.mp4,1006089,https://www.dvidshub.net/video/1006089,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689057.mp4,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR40-METADATA-001,DOW-UAP-PR40,release-01,DOD_111689082.mp4,1006093,https://www.dvidshub.net/video/1006093,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,source-files-not-included/DOD_111689082.mp4,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR41-METADATA-001,DOW-UAP-PR41,release-01,DOD_111689083.mp4,1006094,https://www.dvidshub.net/video/1006094,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689083.mp4,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR42-METADATA-001,DOW-UAP-PR42,release-01,DOD_111689090.mp4,1006097,https://www.dvidshub.net/video/1006097,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689090.mp4,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR43-METADATA-001,DOW-UAP-PR43,release-01,DOD_111689759.mp4,1006159,https://www.dvidshub.net/video/1006159,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689759.mp4,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
PR44-KNOWN-001,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,238,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_238_overlay_zoom.png,Source-overlay index row at approx second 238; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_238_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-002,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,239,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_239_overlay_zoom.png,Source-overlay index row at approx second 239; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_239_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-003,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,240,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_240_overlay_zoom.png,Source-overlay index row at approx second 240; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_240_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-004,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,241,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_241_overlay_zoom.png,Source-overlay index row at approx second 241; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_241_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-005,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,242,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_242_overlay_zoom.png,Source-overlay index row at approx second 242; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_242_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-006,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,243,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_243_overlay_zoom.png,Source-overlay index row at approx second 243; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_243_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
PR44-KNOWN-007,DOW-UAP-PR44,release-01,DOD_111689115.mp4,1006104,https://www.dvidshub.net/video/1006104,repo-local PR44 source-overlay extraction index,repo-local-derived-index; source crops excluded,244,,10M/10m-like,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: CSV row is committed; source crop requires excluded local media/cache,,research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_244_overlay_zoom.png,Source-overlay index row at approx second 244; OCR path research/ufo-derived/video-motion-pass/source-overlay/DOD_111689115/source_second_244_overlay_ocr.txt,"Could be meter readout, range gate, track-box parameter, generic sensor annotation, or OCR artifact.",Re-extract source-resolution crops and run adjacent-frame label-persistence review.
DOW-UAP-PR45-METADATA-001,DOW-UAP-PR45,release-01,DOD_111689123.mp4,1006105,https://www.dvidshub.net/video/1006105,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689123.mp4,,"Matched terms: field-of-view, reticle, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR46-METADATA-001,DOW-UAP-PR46,release-01,DOD_111689133.mp4,1006106,https://www.dvidshub.net/video/1006106,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689133.mp4,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR47-METADATA-001,DOW-UAP-PR47,release-01,DOD_111689142.mp4,1006107,https://www.dvidshub.net/video/1006107,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689142.mp4,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR48-METADATA-001,DOW-UAP-PR48,release-01,DOD_111689167.mp4,1006110,https://www.dvidshub.net/video/1006110,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689167.mp4,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR49-METADATA-001,DOW-UAP-PR49,release-01,DOD_111689168.mp4,1006111,https://www.dvidshub.net/video/1006111,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,source-files-not-included/DOD_111689168.mp4,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR050-METADATA-001,DOW-UAP-PR050,release-02,,1007706,https://www.dvidshub.net/video/1007706,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
PR051-USERFRAME-001,DOW-UAP-PR051,release-02,DOD_111719715,1007707,https://www.dvidshub.net/video/1007707,user-provided frame in review thread,not repo-local source artifact,unknown,unknown,5m-style,meter-like overlay,explicit measurement-like overlay candidate,semantics unresolved,official public description says digitally altered before upload,no: requires official media acquisition or retained frame source,,,Conversation-frame observation: bright object/track near reticle with visible 5m-style annotation.,"Could be object-size estimate, range readout, gate/track-box parameter, zoom/reticle state, or alteration/replay artifact.","Acquire/hash official asset, isolate least-altered/original-resolution interval, and test adjacent-frame label persistence."
DOW-UAP-PR052-METADATA-001,DOW-UAP-PR052,release-02,,1007708,https://www.dvidshub.net/video/1007708,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,"Matched terms: Visual elements of the sensor display, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR053-METADATA-001,DOW-UAP-PR053,release-02,,1007709,https://www.dvidshub.net/video/1007709,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR054-METADATA-001,DOW-UAP-PR054,release-02,,1007711,https://www.dvidshub.net/video/1007711,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,"Matched terms: altered, contrast",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR055-METADATA-001,DOW-UAP-PR055,release-02,,1007713,https://www.dvidshub.net/video/1007713,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,Matched terms: zoom,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR056-METADATA-001,DOW-UAP-PR056,release-02,,1007718,https://www.dvidshub.net/video/1007718,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,"Matched terms: altered, contrast",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR057A-METADATA-001,DOW-UAP-PR057A,release-02,,1007720,https://www.dvidshub.net/video/1007720,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR057B-METADATA-001,DOW-UAP-PR057B,release-02,,1007720,https://www.dvidshub.net/video/1007720,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR058-METADATA-001,DOW-UAP-PR058,release-02,,1007723,https://www.dvidshub.net/video/1007723,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,Matched terms: Visual elements of the sensor display,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
PR059-KNOWN-001,DOW-UAP-PR059,release-02,DOD_111719809.mp4,1007727,https://www.dvidshub.net/video/1007727,P1 quicklook/OCR probe plus dedicated PR059 label survey,repo-local review tables; source crops excluded,23-277,,36M/33M/10M/<4M/2M/23M-style sequence,meter-suffix-like overlay,explicit measurement-like overlay candidate,semantics unresolved,not flagged as altered in release review,partial: review tables are committed; source crops require excluded local media/cache,,research/ufo-overlay-measurement-pr059-label-intervals.csv,PR059 label survey found persistent target-adjacent M/m-style suffix labels from about 23-277s.,"Could be range, object size, gate/track-box parameter, zoom/display state, track quality, or another sensor annotation.",Request sensor/display symbology documentation and native metadata before assigning physical meaning.
DOW-UAP-PR060-METADATA-001,DOW-UAP-PR060,release-02,,1007734,https://www.dvidshub.net/video/1007734,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR061-METADATA-001,DOW-UAP-PR061,release-02,,1007735,https://www.dvidshub.net/video/1007735,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR062-METADATA-001,DOW-UAP-PR062,release-02,,1007739,https://www.dvidshub.net/video/1007739,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR063-METADATA-001,DOW-UAP-PR063,release-02,,1007740,https://www.dvidshub.net/video/1007740,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR064-METADATA-001,DOW-UAP-PR064,release-02,,1007741,https://www.dvidshub.net/video/1007741,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR065-METADATA-001,DOW-UAP-PR065,release-02,,1007777,https://www.dvidshub.net/video/1007777,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR066-METADATA-001,DOW-UAP-PR066,release-02,,1007778,https://www.dvidshub.net/video/1007778,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR067-METADATA-001,DOW-UAP-PR067,release-02,,1007779,https://www.dvidshub.net/video/1007779,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR068-METADATA-001,DOW-UAP-PR068,release-02,,1007780,https://www.dvidshub.net/video/1007780,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR069-METADATA-001,DOW-UAP-PR069,release-02,,1007781,https://www.dvidshub.net/video/1007781,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: reticle,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR070-METADATA-001,DOW-UAP-PR070,release-02,,1007783,https://www.dvidshub.net/video/1007783,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
