video,release_id,report_id,sample_index,approx_second,source_frame_index,phase,source_candidate_x,source_candidate_y,source_review_confidence,source_overlay_relation,source_bbox_w,source_bbox_h,source_area,source_candidate_count,source_detection_status,manual_x_full_frame,manual_y_full_frame,dx_from_frame_center,dy_from_frame_center,manual_status,manual_quality,nearest_prev_second,nearest_next_second,step_from_previous_px,image_plane_rate_px_s,step_heading_deg,caveat,annotated_frame_path,zoom_patch_path
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,10,9.0,270,horizontal back-and-forth tracking,825.9,835.5,high,separate from colored reticle/overlay,10,4,31,4,accepted_source_detection,825.9,835.5,-134.1,295.5,accepted_detector_mark,high,,,205.18,410.35,-4.82,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0010_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0010_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,11,9.5,285,horizontal back-and-forth tracking,967.9,829.6,high,separate from colored reticle/overlay,5,4,17,6,accepted_source_detection,967.9,829.6,7.9,289.6,accepted_detector_mark,high,,,142.12,284.25,-2.38,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0011_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0011_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,12,10.0,300,horizontal back-and-forth tracking,1005.1,828.4,high,separate from colored reticle/overlay,5,4,17,7,accepted_source_detection,1005.1,828.4,45.1,288.4,accepted_detector_mark,high,,,37.22,74.44,-1.85,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0012_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0012_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,13,10.5,315,horizontal back-and-forth tracking,1054.3,824.0,high,separate from colored reticle/overlay,8,3,23,4,accepted_source_detection,1054.3,824.0,94.3,284.0,accepted_detector_mark,high,,,49.4,98.79,-5.11,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0013_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0013_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,14,11.0,330,horizontal back-and-forth tracking,1095.5,813.7,high,separate from colored reticle/overlay,6,5,22,5,accepted_source_detection,1095.5,813.7,135.5,273.7,accepted_detector_mark,high,,,42.47,84.94,-14.04,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0014_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0014_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,15,11.5,345,horizontal back-and-forth tracking,1139.4,794.7,high,separate from colored reticle/overlay,8,5,30,4,accepted_source_detection,1139.4,794.7,179.4,254.7,accepted_detector_mark,high,,,47.84,95.67,-23.4,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0015_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0015_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,16,12.0,360,horizontal back-and-forth tracking,1192.8,753.3,high,separate from colored reticle/overlay,7,5,27,6,accepted_source_detection,1192.8,753.3,232.8,213.3,accepted_detector_mark,high,,,67.57,135.14,-37.79,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0016_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0016_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,17,12.5,375,horizontal back-and-forth tracking,1199.9,706.7,high,separate from colored reticle/overlay,5,4,15,7,accepted_source_detection,1199.9,706.7,239.9,166.7,accepted_detector_mark,high,,,47.14,94.28,-81.34,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0017_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0017_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,18,13.0,390,horizontal back-and-forth tracking,1116.9,674.7,high,separate from colored reticle/overlay,9,4,30,5,accepted_source_detection,1116.9,674.7,156.9,134.7,accepted_detector_mark,high,,,88.96,177.91,-158.92,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0018_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0018_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,19,13.5,405,horizontal back-and-forth tracking,965.6,665.9,high,separate from colored reticle/overlay,8,3,21,5,accepted_source_detection,965.6,665.9,5.6,125.9,accepted_detector_mark,high,,,151.56,303.11,-176.67,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0019_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0019_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,20,14.0,420,horizontal back-and-forth tracking,1827.5,1.4,medium,separate from colored reticle/overlay,14,4,54,4,rejected_top_edge_artifact,777.8,659.6,-182.2,119.6,interpolated_detector_dropout,interpolated,13.5,14.5,187.91,375.81,-178.08,source detector selected recurring top-edge artifact; interpolated across 1.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0020_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0020_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,21,14.5,435,horizontal back-and-forth tracking,590.0,653.3,high,separate from colored reticle/overlay,7,4,21,4,accepted_source_detection,590.0,653.3,-370.0,113.3,accepted_detector_mark,high,,,187.91,375.81,-178.08,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0021_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0021_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,22,15.0,450,horizontal back-and-forth tracking,573.5,640.5,high,separate from colored reticle/overlay,8,4,28,5,accepted_source_detection,573.5,640.5,-386.5,100.5,accepted_detector_mark,high,,,20.88,41.77,-142.2,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0022_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0022_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,23,15.5,465,horizontal back-and-forth tracking,534.3,649.7,high,separate from colored reticle/overlay,8,4,28,14,accepted_source_detection,534.3,649.7,-425.7,109.7,accepted_detector_mark,high,,,40.27,80.53,166.79,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0023_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0023_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,24,16.0,480,horizontal back-and-forth tracking,867.5,617.0,high,separate from colored reticle/overlay,4,3,12,20,accepted_source_detection,867.5,617.0,-92.5,77.0,accepted_detector_mark,high,,,334.8,669.6,-5.61,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0024_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0024_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,25,16.5,495,horizontal back-and-forth tracking,1018.0,603.0,high,separate from colored reticle/overlay,5,3,15,16,accepted_source_detection,1018.0,603.0,58.0,63.0,accepted_detector_mark,high,,,151.15,302.3,-5.31,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0025_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0025_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,26,17.0,510,horizontal back-and-forth tracking,1114.4,591.6,high,separate from colored reticle/overlay,6,4,21,9,accepted_source_detection,1114.4,591.6,154.4,51.6,accepted_detector_mark,high,,,97.07,194.14,-6.74,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0026_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0026_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,27,17.5,525,horizontal back-and-forth tracking,1117.9,577.6,high,separate from colored reticle/overlay,5,4,17,6,accepted_source_detection,1117.9,577.6,157.9,37.6,accepted_detector_mark,high,,,14.43,28.86,-75.96,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0027_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0027_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,28,18.0,540,horizontal back-and-forth tracking,1079.5,564.0,high,separate from colored reticle/overlay,6,5,20,8,accepted_source_detection,1079.5,564.0,119.5,24.0,accepted_detector_mark,high,,,40.74,81.47,-160.5,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0028_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0028_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,29,18.5,555,horizontal back-and-forth tracking,1036.5,546.4,high,near colored reticle/overlay,4,4,13,6,accepted_source_detection,1036.5,546.4,76.5,6.4,accepted_detector_mark,high,,,46.46,92.92,-157.74,accepted detector-centered mark after false-top-edge rejection pass; close to colored sensor symbology,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0029_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0029_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,30,19.0,570,horizontal back-and-forth tracking,1001.1,530.9,high,near colored reticle/overlay,3,3,8,9,accepted_source_detection,1001.1,530.9,41.1,-9.1,accepted_detector_mark,high,,,38.64,77.29,-156.35,accepted detector-centered mark after false-top-edge rejection pass; close to colored sensor symbology,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0030_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0030_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,31,19.5,585,horizontal back-and-forth tracking,1827.5,1.4,medium,no colored reticle/overlay detected,14,4,54,2,rejected_top_edge_artifact,968.7,517.1,8.7,-22.9,interpolated_detector_dropout,interpolated,19.0,20.0,35.24,70.49,-157.04,source detector selected recurring top-edge artifact; interpolated across 1.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0031_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0031_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,32,20.0,600,generally centered in FOV,936.2,503.4,high,near colored reticle/overlay,9,4,29,7,accepted_source_detection,936.2,503.4,-23.8,-36.6,accepted_detector_mark,high,,,35.24,70.49,-157.04,accepted detector-centered mark after false-top-edge rejection pass; close to colored sensor symbology,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0032_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0032_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,33,20.5,615,generally centered in FOV,901.5,484.5,high,separate from colored reticle/overlay,4,4,14,5,accepted_source_detection,901.5,484.5,-58.5,-55.5,accepted_detector_mark,high,,,39.51,79.03,-151.42,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0033_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0033_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,34,21.0,630,generally centered in FOV,864.5,463.5,high,separate from colored reticle/overlay,6,4,20,4,accepted_source_detection,864.5,463.5,-95.5,-76.5,accepted_detector_mark,high,,,42.54,85.09,-150.42,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0034_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0034_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,35,21.5,645,generally centered in FOV,821.5,438.9,high,separate from colored reticle/overlay,6,5,21,9,accepted_source_detection,821.5,438.9,-138.5,-101.1,accepted_detector_mark,high,,,49.54,99.08,-150.23,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0035_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0035_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,36,22.0,660,generally centered in FOV,785.8,417.6,high,separate from colored reticle/overlay,5,4,16,7,accepted_source_detection,785.8,417.6,-174.2,-122.4,accepted_detector_mark,high,,,41.57,83.14,-149.18,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0036_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0036_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,37,22.5,675,generally centered in FOV,749.6,393.5,high,separate from colored reticle/overlay,6,4,19,7,accepted_source_detection,749.6,393.5,-210.4,-146.5,accepted_detector_mark,high,,,43.49,86.98,-146.35,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0037_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0037_patch.jpg
