video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,contrast_delta,distance_from_reticle_px,edge_margin_px,dark_structure_relation,nearest_dark_structure_px,detection_threshold,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689167.mp4,DOW-UAP-PR48,12,12.0,360,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1063.5,387.5,1060,384,8,8,52,0.812,232,135,180.27,130.0,102.0,184.31,267.5,separate from dark structure,161.45,18.0,643.705,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0012_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0012_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,13,13.0,390,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1049.7,386.1,1046,382,8,9,57,0.792,236,123,171.93,125.0,111.0,178.15,266.11,separate from dark structure,130.64,18.0,698.186,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0013_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0013_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,14,14.0,420,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1122.8,393.2,1119,389,8,9,52,0.722,229,130,170.75,125.0,104.0,219.19,273.17,separate from dark structure,282.84,18.0,639.802,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0014_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0014_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,15,15.0,450,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1253.8,432.2,1251,428,7,10,61,0.871,244,125,171.39,125.0,119.0,312.92,246.21,separate from dark structure,323.17,18.0,720.487,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0015_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0015_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,16,16.0,480,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1245.4,446.3,1242,442,8,10,66,0.825,246,143,177.61,131.0,115.0,300.38,254.62,separate from dark structure,314.65,18.0,710.861,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0016_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0016_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,17,17.0,510,initial centered track,DVIDS 00:00-01:39: sensor tracks an area of contrast generally near center,high,18,1106.1,439.9,1102,436,9,9,64,0.79,230,123,168.2,115.0,115.0,177.16,319.86,separate from dark structure,285.13,18.0,730.183,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0017_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0017_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,18,18.0,540,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,993.6,454.1,991,450,6,9,49,0.907,221,111,156.84,103.0,118.0,92.29,334.06,separate from dark structure,253.25,18.0,739.667,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0018_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0018_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,19,19.0,570,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,998.0,522.1,994,518,9,10,60,0.667,190,100,141.52,98.0,92.0,41.98,357.88,separate from dark structure,164.1,18.0,624.897,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0019_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0019_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,20,20.0,600,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,948.6,499.7,944,497,10,7,57,0.814,209,82,143.09,98.0,111.0,41.89,379.7,separate from dark structure,142.63,18.0,726.394,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0020_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0020_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,21,21.0,630,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,886.1,476.1,883,472,7,9,52,0.825,213,97,150.52,97.0,116.0,97.71,356.06,separate from dark structure,141.5,19.0,731.314,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0021_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0021_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,22,22.0,660,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,893.5,475.7,890,471,8,10,61,0.762,221,98,151.75,97.0,124.0,92.52,355.67,separate from dark structure,160.92,19.0,785.529,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0022_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0022_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,23,23.0,690,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,998.1,500.3,995,496,7,9,54,0.857,207,102,147.04,100.0,107.0,55.0,379.7,separate from dark structure,128.06,18.0,700.191,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0023_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0023_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,24,24.0,720,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1066.1,540.2,1062,536,9,9,65,0.802,223,95,150.45,100.0,123.0,106.09,339.77,separate from dark structure,150.06,18.0,787.58,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0024_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0024_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,25,25.0,750,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1103.3,583.1,1100,579,8,10,63,0.787,211,105,147.41,102.0,109.0,149.68,296.92,separate from dark structure,154.55,18.0,701.977,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0025_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0025_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,26,26.0,780,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,918.7,530.4,915,529,8,4,24,0.75,208,115,165.54,96.0,112.0,42.43,349.58,separate from dark structure,109.58,18.0,667.575,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0026_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0026_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,27,27.0,810,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,748.7,486.3,745,483,8,8,49,0.766,208,91,144.0,93.0,115.0,217.99,248.73,separate from dark structure,60.07,18.0,689.967,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0027_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0027_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,28,28.0,840,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,783.9,528.9,781,526,7,7,43,0.878,225,85,148.42,89.0,136.0,176.47,283.88,separate from dark structure,73.74,18.0,800.827,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0028_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0028_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,29,29.0,870,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,935.8,635.3,932,632,8,8,56,0.875,207,96,136.98,87.0,120.0,98.34,244.68,near dark structure,33.83,18.0,741.254,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0029_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0029_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,30,30.0,900,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,medium,18,1031.4,713.4,1028,710,8,8,49,0.766,209,82,134.71,82.0,127.0,187.56,166.57,adjacent to dark structure,6.59,18.0,701.782,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0030_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0030_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,31,31.0,930,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1087.0,761.3,1084,758,7,8,45,0.804,202,81,132.02,81.0,121.0,255.2,118.67,near dark structure,12.72,18.0,688.327,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0031_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0031_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,32,32.0,960,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,medium,18,1181.2,812.6,1177,809,9,8,60,0.833,188,80,124.68,72.0,116.0,351.09,67.37,adjacent to dark structure,7.64,18.0,632.486,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0032_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0032_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,33,33.0,990,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,15,1256.9,817.1,1253,813,9,9,64,0.79,209,83,133.98,78.0,131.0,406.12,62.89,near dark structure,13.93,18.0,739.292,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0033_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0033_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,34,34.0,1020,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,medium,18,1281.7,799.8,1278,796,8,9,54,0.75,207,81,138.26,82.0,125.0,413.55,80.19,adjacent to dark structure,7.78,18.0,649.81,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0034_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0034_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,35,35.0,1050,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,medium,18,1253.1,771.2,1250,767,7,9,53,0.841,194,89,129.91,81.0,113.0,373.25,108.85,adjacent to dark structure,10.05,18.0,601.248,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0035_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0035_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,36,36.0,1080,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1241.5,735.7,1238,732,8,9,63,0.875,213,89,141.41,86.0,127.0,342.83,144.29,near dark structure,28.59,18.0,735.787,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0036_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0036_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,37,37.0,1110,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1270.9,667.1,1266,662,10,13,93,0.715,225,102,137.12,93.0,132.0,335.91,212.9,separate from dark structure,79.64,18.0,821.6,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0037_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0037_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,38,38.0,1140,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1318.8,570.0,1315,566,9,9,67,0.827,235,102,152.93,101.0,134.0,360.02,181.22,separate from dark structure,176.47,18.0,793.36,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0038_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0038_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,39,39.0,1170,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1332.8,494.3,1327,490,12,10,79,0.658,252,122,170.62,116.0,136.0,375.57,167.23,separate from dark structure,191.45,18.0,812.607,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0039_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0039_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,40,40.0,1200,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1330.2,548.1,1326,544,10,10,79,0.79,230,115,156.48,107.0,123.0,370.28,169.81,near dark structure,27.0,18.0,736.689,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0040_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0040_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,41,41.0,1230,open-water centered track,DVIDS 00:00-01:39: center-frame tracking continues over low-texture water,high,18,1341.6,589.4,1338,585,8,9,54,0.75,238,111,162.78,102.0,136.0,384.77,158.41,near dark structure,34.35,18.0,751.86,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0041_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0041_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,42,42.0,1260,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1360.1,589.0,1356,586,9,8,53,0.736,203,95,140.96,90.0,113.0,403.07,139.92,near dark structure,16.08,18.0,625.932,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0042_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0042_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,43,43.0,1290,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1352.2,558.0,1348,553,9,11,70,0.707,227,108,153.84,100.0,127.0,392.61,147.8,near dark structure,20.21,20.0,729.825,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0043_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0043_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,44,44.0,1320,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,medium,18,1296.7,503.9,1293,500,9,9,56,0.691,210,98,151.75,98.0,112.0,338.63,203.3,adjacent to dark structure,9.54,20.0,601.441,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0044_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0044_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,45,45.0,1350,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1230.7,449.8,1226,445,11,11,83,0.686,241,110,154.29,100.0,141.0,285.36,269.27,separate from dark structure,69.5,19.0,865.129,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0045_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0045_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,46,46.0,1380,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1182.2,405.6,1178,400,9,12,82,0.759,245,110,150.01,94.0,151.0,259.65,285.61,near dark structure,28.61,20.0,906.228,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0046_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,47,47.0,1410,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1196.5,402.8,1192,397,9,12,83,0.769,239,102,156.92,102.0,137.0,273.46,282.78,near dark structure,26.35,20.0,834.872,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0047_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,48,48.0,1440,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1219.7,434.7,1216,431,8,9,63,0.875,236,115,161.65,104.0,132.0,280.23,280.29,separate from dark structure,52.29,20.0,795.319,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0048_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,49,49.0,1470,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1234.6,467.0,1231,463,8,9,59,0.819,224,108,155.39,100.0,124.0,284.11,265.44,separate from dark structure,81.51,19.0,743.84,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0049_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,50,50.0,1500,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1213.8,468.0,1210,463,10,13,87,0.669,229,108,146.71,98.0,131.0,263.85,286.17,separate from dark structure,149.27,19.0,824.532,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0050_patch.jpg
