video,release_id,approx_second,frame_index,phase,confidence,candidate_count,group_size,centroid_x_crop,centroid_y_crop,centroid_x_full,centroid_y_full,span_x,span_y,sum_area,mean_area,max_luma,mean_luma,mean_pair_distance,max_pair_distance,d12,d23,d13,overlay_relation,nearest_overlay_px,note,p1_x_crop,p1_y_crop,p1_area,p1_max_luma,p2_x_crop,p2_y_crop,p2_area,p2_max_luma,p3_x_crop,p3_y_crop,p3_area,p3_max_luma
DOD_111689142.mp4,DOW-UAP-PR47,2.0,60,upper-field formation track,low,6,1,465.38,235.197,945.38,505.197,0.0,0.0,142,142,228,174.324,,,,,,near colored overlay,15.202,only one compact bright candidate detected,465.38,235.197,142,228,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,2.2,66,upper-field formation track,low,6,1,465.547,235.263,945.547,505.263,0.0,0.0,137,137,233,177.255,,,,,,near colored overlay,15.269,only one compact bright candidate detected,465.547,235.263,137,233,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,2.4,72,upper-field formation track,low,8,1,465.504,234.812,945.504,504.812,0.0,0.0,133,133,225,176.624,,,,,,near colored overlay,14.82,only one compact bright candidate detected,465.504,234.812,133,225,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,2.6,78,upper-field formation track,medium,16,3,334.07,8.301,814.07,278.301,70.216,8.99,550,183.333,145,144.058,49.279,70.256,68.323,9.259,70.256,near colored overlay,30.688,"three contrast areas detected, but spacing or brightness is less conservative",287.997,6.894,385,145,356.0,13.5,10,144,358.213,4.51,155,144
DOD_111689142.mp4,DOW-UAP-PR47,2.8,84,upper-field formation track,low,8,2,259.144,48.112,739.144,318.113,57.288,86.775,84,42,146,145.119,103.98,103.98,,,,near colored overlay,14.144,two weak compact candidates detected; possible background or overlay residue,230.5,91.5,4,146,287.788,4.725,80,145,,,,
DOD_111689142.mp4,DOW-UAP-PR47,3.0,90,upper-field formation track,low,3,1,465.284,235.365,945.284,505.365,0.0,0.0,148,148,234,180.264,,,,,,near colored overlay,15.367,only one compact bright candidate detected,465.284,235.365,148,234,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,3.2,96,upper-field formation track,medium,13,3,296.137,31.235,776.137,301.235,45.84,20.588,133,44.333,146,144.373,37.159,45.847,45.067,20.562,45.847,intersects colored overlay,0.272,"three contrast areas detected, but spacing or brightness is less conservative",267.494,38.38,79,146,307.583,17.792,24,145,313.333,37.533,30,145
DOD_111689142.mp4,DOW-UAP-PR47,3.4,102,upper-field formation track,medium,15,3,285.903,27.993,765.903,297.993,45.595,29.809,1012,337.333,146,144.315,40.934,45.86,31.327,45.86,45.615,intersects colored overlay,0.097,"three contrast areas detected, but spacing or brightness is less conservative",267.494,38.38,79,146,277.127,8.571,899,145,313.088,37.029,34,145
DOD_111689142.mp4,DOW-UAP-PR47,3.6,108,upper-field formation track,medium,8,3,308.977,24.55,788.977,294.55,16.717,37.565,47,15.667,145,144.139,30.31,41.117,14.976,34.837,41.117,intersects colored overlay,2.452,"three contrast areas detected, but spacing or brightness is less conservative",298.5,38.0,10,145,313.214,35.214,14,144,315.217,0.435,23,145
DOD_111689142.mp4,DOW-UAP-PR47,3.8,114,upper-field formation track,medium,7,3,308.977,24.55,788.977,294.55,16.717,37.565,47,15.667,145,144.139,30.31,41.117,14.976,34.837,41.117,intersects colored overlay,2.452,"three contrast areas detected, but spacing or brightness is less conservative",298.5,38.0,10,145,313.214,35.214,14,144,315.217,0.435,23,145
DOD_111689142.mp4,DOW-UAP-PR47,4.0,120,upper-field formation track,low,6,1,465.257,235.107,945.257,505.107,0.0,0.0,140,140,231,179.343,,,,,,near colored overlay,15.109,only one compact bright candidate detected,465.257,235.107,140,231,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,4.2,126,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,4.4,132,upper-field formation track,low,2,1,552.629,208.866,1032.629,478.866,0.0,0.0,97,97,225,169.0,,,,,,near colored overlay,23.412,only one compact bright candidate detected,552.629,208.866,97,225,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,4.6,138,upper-field formation track,low,2,1,398.5,214.286,878.5,484.286,0.0,0.0,140,140,213,166.15,,,,,,near colored overlay,17.721,only one compact bright candidate detected,398.5,214.286,140,213,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,4.8,144,upper-field formation track,low,2,1,413.193,213.913,893.193,483.913,0.0,0.0,161,161,229,167.969,,,,,,near colored overlay,12.924,only one compact bright candidate detected,413.193,213.913,161,229,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,5.0,150,upper-field formation track,low,2,1,428.429,213.429,908.429,483.429,0.0,0.0,21,21,184,157.857,,,,,,intersects colored overlay,1.629,only one compact bright candidate detected,428.429,213.429,21,184,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,5.2,156,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,5.4,162,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,5.6,168,upper-field formation track,low,2,1,459.682,219.227,939.682,489.227,0.0,0.0,22,22,194,172.273,,,,,,intersects colored overlay,2.25,only one compact bright candidate detected,459.682,219.227,22,194,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,5.8,174,upper-field formation track,low,2,1,460.279,219.744,940.279,489.744,0.0,0.0,43,43,226,180.442,,,,,,intersects colored overlay,3.028,only one compact bright candidate detected,460.279,219.744,43,226,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,6.0,180,upper-field formation track,low,2,1,459.941,219.559,939.941,489.559,0.0,0.0,34,34,213,182.294,,,,,,intersects colored overlay,3.212,only one compact bright candidate detected,459.941,219.559,34,213,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,6.2,186,upper-field formation track,low,2,1,460.952,219.619,940.952,489.619,0.0,0.0,42,42,210,179.524,,,,,,intersects colored overlay,2.821,only one compact bright candidate detected,460.952,219.619,42,210,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,6.4,192,upper-field formation track,low,2,1,460.829,219.585,940.829,489.585,0.0,0.0,41,41,221,186.098,,,,,,intersects colored overlay,2.838,only one compact bright candidate detected,460.829,219.585,41,221,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,6.6,198,upper-field formation track,low,1,1,463.615,219.615,943.615,489.615,0.0,0.0,13,13,146,133.923,,,,,,intersects colored overlay,2.644,only one compact bright candidate detected,463.615,219.615,13,146,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,6.8,204,upper-field formation track,low,2,1,463.615,219.615,943.615,489.615,0.0,0.0,13,13,147,132.846,,,,,,intersects colored overlay,2.644,only one compact bright candidate detected,463.615,219.615,13,147,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,7.0,210,upper-field formation track,low,2,1,452.295,224.318,932.295,494.318,0.0,0.0,44,44,164,145.545,,,,,,near colored overlay,5.326,only one compact bright candidate detected,452.295,224.318,44,164,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,7.2,216,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,7.4,222,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,7.6,228,upper-field formation track,high,3,3,444.576,183.368,924.576,453.368,14.163,7.249,78,26,190,160.292,11.545,14.206,6.579,13.851,14.206,near colored overlay,11.43,three compact bright contrast areas detected as a tight group,439.068,185.045,44,190,441.429,178.905,21,176,453.231,186.154,13,166
DOD_111689142.mp4,DOW-UAP-PR47,7.8,234,upper-field formation track,medium,2,2,449.705,189.568,929.705,459.568,4.258,5.47,39,19.5,225,158.871,6.931,6.931,,,,near colored overlay,7.308,two compact bright areas detected; possible partial formation visibility,447.576,192.303,33,225,451.833,186.833,6,159,,,,
DOD_111689142.mp4,DOW-UAP-PR47,8.0,240,upper-field formation track,medium,2,2,462.715,192.255,942.715,462.255,19.67,2.19,45,22.5,203,167.455,19.792,19.792,,,,intersects colored overlay,0.382,two compact bright areas detected; possible partial formation visibility,452.88,191.16,25,203,472.55,193.35,20,191,,,,
DOD_111689142.mp4,DOW-UAP-PR47,8.2,246,upper-field formation track,high,5,3,459.995,133.388,939.995,403.388,32.984,15.757,296,98.667,245,191.884,26.28,33.161,13.127,32.552,33.161,intersects colored overlay,0.388,three compact bright contrast areas detected as a tight group,447.5,136.356,132,245,452.0,124.025,40,223,480.484,139.782,124,241
DOD_111689142.mp4,DOW-UAP-PR47,8.4,252,upper-field formation track,high,5,3,450.037,116.047,930.037,386.047,40.536,11.029,329,109.667,253,194.381,29.47,41.439,12.752,34.219,41.439,near colored overlay,5.963,three compact bright contrast areas detected as a tight group,434.391,122.592,174,253,440.793,111.563,87,234,474.926,113.985,68,241
DOD_111689142.mp4,DOW-UAP-PR47,8.6,258,upper-field formation track,high,5,3,450.379,116.76,930.379,386.76,37.038,14.005,312,104,251,191.128,27.855,37.153,12.877,33.534,37.153,near colored overlay,5.626,three compact bright contrast areas detected as a tight group,435.843,119.476,185,251,442.412,108.4,85,231,472.881,122.405,42,235
DOD_111689142.mp4,DOW-UAP-PR47,8.8,264,upper-field formation track,high,4,3,451.722,114.555,931.722,384.555,41.241,8.091,366,122,252,185.938,28.693,41.982,12.885,31.213,41.982,intersects colored overlay,4.301,three compact bright contrast areas detected as a tight group,434.632,119.87,185,252,444.661,111.78,118,236,475.873,112.016,63,220
DOD_111689142.mp4,DOW-UAP-PR47,9.0,270,upper-field formation track,high,4,3,451.509,124.618,931.509,394.618,37.084,13.356,326,108.667,252,197.463,27.854,37.152,12.674,33.736,37.152,intersects colored overlay,4.507,three compact bright contrast areas detected as a tight group,437.113,127.571,168,252,443.216,116.464,97,242,474.197,129.82,61,248
DOD_111689142.mp4,DOW-UAP-PR47,9.2,276,upper-field formation track,high,4,3,452.676,127.355,932.676,397.355,37.05,13.534,338,112.667,252,194.974,27.509,37.172,13.04,32.314,37.172,intersects colored overlay,3.343,three compact bright contrast areas detected as a tight group,437.757,129.856,181,252,445.463,119.337,95,230,474.806,132.871,62,244
DOD_111689142.mp4,DOW-UAP-PR47,9.4,282,upper-field formation track,high,5,3,440.11,120.338,920.11,390.338,22.202,15.729,281,93.667,252,194.187,19.344,22.84,12.532,22.84,22.661,near colored overlay,15.893,three compact bright contrast areas detected as a tight group,430.829,122.555,164,252,436.471,111.365,85,242,453.031,127.094,32,241
DOD_111689142.mp4,DOW-UAP-PR47,9.6,288,upper-field formation track,high,4,3,433.859,112.305,913.859,382.305,26.418,14.913,340,113.333,255,191.063,21.887,26.567,13.194,25.9,26.567,near colored overlay,22.143,three compact bright contrast areas detected as a tight group,423.306,115.406,180,255,428.548,103.298,84,234,449.724,118.211,76,220
DOD_111689142.mp4,DOW-UAP-PR47,9.8,294,upper-field formation track,high,5,3,449.891,124.793,929.891,394.793,38.29,14.157,314,104.667,254,192.243,28.755,38.397,12.991,34.877,38.397,near colored overlay,6.113,three compact bright contrast areas detected as a tight group,434.989,127.605,177,254,441.404,116.309,94,237,473.279,130.465,43,230
DOD_111689142.mp4,DOW-UAP-PR47,10.0,300,upper-field formation track,high,4,3,474.765,127.074,954.765,397.074,42.693,12.8,314,104.667,246,188.529,31.12,43.56,34.426,15.376,43.56,near colored overlay,7.766,three compact bright contrast areas detected as a tight group,449.143,128.571,105,242,483.317,132.725,142,246,491.836,119.925,67,228
DOD_111689142.mp4,DOW-UAP-PR47,10.2,306,upper-field formation track,high,5,3,460.439,123.719,940.439,393.719,33.126,16.196,332,110.667,252,195.459,26.363,33.384,12.893,32.812,33.384,intersects colored overlay,0.521,three compact bright contrast areas detected as a tight group,447.868,126.353,136,252,452.457,114.304,46,245,480.993,130.5,150,245
DOD_111689142.mp4,DOW-UAP-PR47,10.4,312,upper-field formation track,high,4,3,455.062,126.67,935.062,396.67,34.267,13.503,360,120,248,194.044,26.002,34.362,12.686,30.959,34.362,intersects colored overlay,0.995,three compact bright contrast areas detected as a tight group,441.503,129.468,171,248,447.912,118.52,102,242,475.77,132.023,87,244
DOD_111689142.mp4,DOW-UAP-PR47,10.6,318,upper-field formation track,high,5,3,440.167,126.508,920.167,396.508,23.034,15.196,319,106.333,249,191.378,19.842,23.255,13.37,22.901,23.255,near colored overlay,15.841,three compact bright contrast areas detected as a tight group,430.522,129.441,186,249,436.423,117.443,97,241,453.556,132.639,36,226
DOD_111689142.mp4,DOW-UAP-PR47,10.8,324,upper-field formation track,high,5,3,468.473,131.546,948.473,401.546,39.292,12.826,353,117.667,244,191.131,29.435,40.479,33.829,13.997,40.479,intersects colored overlay,0.655,three compact bright contrast areas detected as a tight group,444.146,133.758,178,244,477.833,136.853,102,236,483.438,124.027,73,226
DOD_111689142.mp4,DOW-UAP-PR47,11.0,330,upper-field formation track,high,5,3,473.066,126.64,953.066,396.64,41.702,12.396,320,106.667,253,191.606,30.405,42.676,33.686,14.853,42.676,intersects colored overlay,0.366,three compact bright contrast areas detected as a tight group,447.992,128.55,129,253,481.513,131.882,119,245,489.694,119.486,72,225
DOD_111689142.mp4,DOW-UAP-PR47,11.2,336,upper-field formation track,high,4,3,450.983,118.23,930.983,388.23,37.643,14.549,316,105.333,250,189.302,28.544,37.757,13.109,34.767,37.757,near colored overlay,5.023,three compact bright contrast areas detected as a tight group,436.413,121.127,189,250,442.479,109.507,73,227,474.056,124.056,54,237
DOD_111689142.mp4,DOW-UAP-PR47,11.4,342,upper-field formation track,high,4,3,433.16,119.448,913.16,389.448,26.377,15.145,362,120.667,250,191.496,21.655,26.642,12.796,25.527,26.642,near colored overlay,22.844,three compact bright contrast areas detected as a tight group,422.426,121.995,188,250,428.253,110.602,83,227,448.802,125.747,91,241
DOD_111689142.mp4,DOW-UAP-PR47,11.6,348,upper-field formation track,high,4,3,410.726,74.452,890.726,344.452,48.249,16.893,1084,361.333,255,203.577,36.508,48.266,19.278,41.979,48.266,separate from colored overlay,45.3,three compact bright contrast areas detected as a tight group,391.547,80.505,406,255,400.835,63.612,188,251,439.796,79.241,490,255
DOD_111689142.mp4,DOW-UAP-PR47,11.8,354,upper-field formation track,high,6,3,428.425,57.822,908.425,327.822,34.407,21.494,741,247,255,203.131,28.97,34.716,19.485,32.708,34.716,near colored overlay,27.575,three compact bright contrast areas detected as a tight group,413.706,61.903,360,255,423.458,45.034,203,255,448.112,66.528,178,252
DOD_111689142.mp4,DOW-UAP-PR47,12.0,360,upper-field formation track,high,5,3,451.203,55.13,931.203,325.13,49.529,20.871,765,255,255,206.031,38.223,49.675,19.165,45.827,49.675,intersects colored overlay,4.799,three compact bright contrast areas detected as a tight group,431.783,59.547,360,255,440.514,42.486,181,250,481.312,63.357,224,254
DOD_111689142.mp4,DOW-UAP-PR47,12.2,366,upper-field formation track,high,6,3,439.839,59.123,919.839,329.123,60.637,17.398,674,224.667,255,204.489,44.574,61.976,19.328,52.417,61.976,near colored overlay,16.161,three compact bright contrast areas detected as a tight group,416.82,69.193,367,255,425.241,51.796,191,255,477.457,56.379,116,248
DOD_111689142.mp4,DOW-UAP-PR47,12.4,372,upper-field formation track,high,5,3,428.395,52.856,908.395,322.856,36.338,21.832,703,234.333,255,205.016,30.209,36.728,18.612,35.287,36.728,near colored overlay,27.606,three compact bright contrast areas detected as a tight group,413.41,56.577,378,255,422.026,40.079,190,253,449.748,61.911,135,255
DOD_111689142.mp4,DOW-UAP-PR47,12.6,378,upper-field formation track,high,6,3,447.572,58.596,927.572,328.596,51.717,21.335,763,254.333,255,204.951,39.686,51.888,19.251,47.919,51.888,near colored overlay,10.522,three compact bright contrast areas detected as a tight group,427.397,62.896,393,255,436.206,45.778,194,255,479.114,67.114,176,255
DOD_111689142.mp4,DOW-UAP-PR47,12.8,384,upper-field formation track,high,4,3,455.88,68.456,935.88,338.456,53.749,16.969,979,326.333,255,204.031,39.971,53.807,19.338,46.768,53.807,intersects colored overlay,1.209,three compact bright contrast areas detected as a tight group,434.872,74.945,366,255,444.147,57.976,170,250,488.621,72.445,443,253
DOD_111689142.mp4,DOW-UAP-PR47,13.0,390,upper-field formation track,high,5,3,418.207,58.39,898.207,328.39,41.358,21.586,890,296.667,255,204.547,33.142,41.654,18.955,38.818,41.654,separate from colored overlay,37.795,three compact bright contrast areas detected as a tight group,401.389,62.281,427,255,410.485,45.652,198,252,442.747,67.238,265,255
DOD_111689142.mp4,DOW-UAP-PR47,13.2,396,upper-field formation track,high,4,3,406.487,58.033,886.487,328.033,59.229,13.798,1104,368,255,203.931,40.707,60.815,31.891,29.415,60.815,separate from colored overlay,49.513,three compact bright contrast areas detected as a tight group,376.175,63.771,388,255,407.882,60.356,570,255,435.404,49.973,146,247
DOD_111689142.mp4,DOW-UAP-PR47,13.4,402,upper-field formation track,high,5,3,410.846,60.116,890.846,330.116,46.286,21.446,935,311.667,255,206.187,36.038,46.546,19.18,42.388,46.546,separate from colored overlay,45.155,three compact bright contrast areas detected as a tight group,392.176,63.989,376,255,401.9,47.457,219,252,438.462,68.903,340,252
DOD_111689142.mp4,DOW-UAP-PR47,13.6,408,upper-field formation track,high,5,3,441.968,66.298,921.968,336.298,61.451,12.611,876,292,255,202.893,41.971,62.731,21.424,41.757,62.731,near colored overlay,14.035,three compact bright contrast areas detected as a tight group,414.824,73.079,393,255,434.805,65.348,374,255,476.275,60.468,109,248
DOD_111689142.mp4,DOW-UAP-PR47,13.8,414,upper-field formation track,high,4,3,448.438,82.013,928.438,352.013,51.339,20.341,778,259.333,255,206.33,39.177,51.461,19.003,47.066,51.461,near colored overlay,7.562,three compact bright contrast areas detected as a tight group,428.36,86.427,372,253,437.255,69.635,200,255,479.699,89.976,206,253
DOD_111689142.mp4,DOW-UAP-PR47,14.0,420,upper-field formation track,high,4,3,443.535,61.572,923.535,331.572,58.331,16.231,931,310.333,255,204.945,42.508,58.504,18.815,50.203,58.504,near colored overlay,12.472,three compact bright contrast areas detected as a tight group,420.919,68.484,397,255,430.436,52.252,202,250,479.25,63.979,332,252
DOD_111689142.mp4,DOW-UAP-PR47,14.2,426,upper-field formation track,high,5,3,425.569,53.123,905.569,323.123,37.055,22.2,772,257.333,255,204.016,30.627,37.488,19.145,35.248,37.488,near colored overlay,31.041,three compact bright contrast areas detected as a tight group,409.992,56.736,383,255,419.668,40.216,199,252,447.047,62.416,190,251
DOD_111689142.mp4,DOW-UAP-PR47,14.4,432,upper-field formation track,high,6,3,441.724,64.293,921.724,334.293,56.091,21.344,703,234.333,255,204.699,42.552,56.232,19.388,52.036,56.232,near colored overlay,14.334,three compact bright contrast areas detected as a tight group,420.149,68.751,389,255,428.783,51.392,189,249,476.24,72.736,125,250
DOD_111689142.mp4,DOW-UAP-PR47,14.6,438,upper-field formation track,high,6,3,452.854,72.342,932.854,342.342,48.739,20.936,842,280.667,255,203.564,37.719,48.889,19.311,44.958,48.889,intersects colored overlay,3.214,three compact bright contrast areas detected as a tight group,433.623,76.77,379,255,442.576,59.66,203,253,482.362,80.596,260,249
DOD_111689142.mp4,DOW-UAP-PR47,14.8,444,upper-field formation track,high,5,3,451.067,54.976,931.067,324.976,49.839,21.141,833,277.667,255,203.715,38.038,50.092,19.022,44.998,50.092,near colored overlay,6.013,three compact bright contrast areas detected as a tight group,431.082,58.668,392,255,441.198,42.559,227,246,480.921,63.701,214,254
DOD_111689142.mp4,DOW-UAP-PR47,15.0,450,upper-field formation track,high,4,3,441.337,9.663,921.337,279.663,65.331,13.42,741,247,255,201.586,45.21,66.103,45.382,24.146,66.103,near colored overlay,23.335,three compact bright contrast areas detected as a tight group,404.474,11.903,350,255,449.732,15.254,355,255,469.806,1.833,36,244
DOD_111689142.mp4,DOW-UAP-PR47,15.2,456,upper-field formation track,high,5,3,427.027,24.669,907.027,294.669,39.352,19.892,809,269.667,255,203.398,31.416,39.515,18.898,35.835,39.515,near colored overlay,31.829,three compact bright contrast areas detected as a tight group,410.728,28.912,386,255,420.273,12.601,198,250,450.08,32.493,225,253
DOD_111689142.mp4,DOW-UAP-PR47,15.4,462,upper-field formation track,high,5,3,447.593,47.167,927.593,317.167,51.654,20.76,721,240.333,255,203.471,39.665,51.748,19.78,47.465,51.748,near colored overlay,8.408,three compact bright contrast areas detected as a tight group,427.386,52.0,355,255,436.354,34.37,189,255,479.04,55.13,177,250
DOD_111689142.mp4,DOW-UAP-PR47,15.6,468,upper-field formation track,high,5,3,452.423,63.54,932.423,333.54,48.935,21.788,764,254.667,255,202.768,38.368,49.057,20.285,45.762,49.057,intersects colored overlay,3.606,three compact bright contrast areas detected as a tight group,433.214,68.496,355,255,441.907,50.168,161,252,482.149,71.956,248,251
DOD_111689142.mp4,DOW-UAP-PR47,15.8,474,upper-field formation track,high,4,3,424.826,65.701,904.826,335.701,38.729,16.394,835,278.333,255,200.141,30.308,38.753,18.535,33.637,38.753,near colored overlay,31.175,three compact bright contrast areas detected as a tight group,409.034,71.614,378,255,417.681,55.22,182,248,447.764,70.269,275,251
DOD_111689142.mp4,DOW-UAP-PR47,16.0,480,upper-field formation track,high,3,3,414.357,62.65,894.357,332.65,42.934,15.841,1167,389,255,208.987,32.573,43.037,18.037,36.647,43.037,separate from colored overlay,41.644,three compact bright contrast areas detected as a tight group,397.171,68.919,385,255,405.795,53.078,205,255,440.106,65.953,577,253
DOD_111689142.mp4,DOW-UAP-PR47,16.2,486,upper-field formation track,high,5,3,426.039,78.79,906.039,348.79,37.76,14.645,1073,357.667,255,201.964,27.423,40.5,25.97,15.797,40.5,near colored overlay,29.962,three compact bright contrast areas detected as a tight group,404.934,85.21,391,255,430.491,80.597,581,255,442.693,70.564,101,238
DOD_111689142.mp4,DOW-UAP-PR47,16.4,492,upper-field formation track,high,6,3,426.046,70.093,906.046,340.093,37.592,22.091,757,252.333,255,203.864,30.904,38.031,18.802,35.878,38.031,near colored overlay,30.233,three compact bright contrast areas detected as a tight group,410.408,73.615,390,255,419.729,57.286,192,251,448.0,79.377,175,252
DOD_111689142.mp4,DOW-UAP-PR47,16.6,498,upper-field formation track,high,6,3,430.303,79.51,910.303,349.51,35.397,23.087,693,231,253,203.65,30.137,35.882,19.354,35.176,35.882,near colored overlay,25.702,three compact bright contrast areas detected as a tight group,415.551,83.286,385,253,424.409,66.078,193,251,450.948,89.165,115,248
DOD_111689142.mp4,DOW-UAP-PR47,16.8,504,upper-field formation track,high,6,3,422.21,70.294,902.21,340.294,39.793,21.008,807,269,255,204.152,32.066,40.035,18.913,37.25,40.035,near colored overlay,33.792,three compact bright contrast areas detected as a tight group,405.934,74.368,380,251,414.967,57.752,214,255,445.728,78.761,213,250
DOD_111689142.mp4,DOW-UAP-PR47,17.0,510,upper-field formation track,high,4,3,405.109,69.53,885.109,339.53,43.798,16.917,1000,333.333,255,206.267,33.756,43.8,18.695,38.772,43.8,separate from colored overlay,50.893,three compact bright contrast areas detected as a tight group,387.539,74.847,380,255,396.451,58.413,184,252,431.337,75.33,436,252
DOD_111689142.mp4,DOW-UAP-PR47,17.2,516,upper-field formation track,high,4,3,420.749,66.962,900.749,336.962,39.352,14.399,1029,343,255,202.094,28.393,41.903,27.578,15.699,41.903,separate from colored overlay,35.251,three compact bright contrast areas detected as a tight group,398.559,73.24,379,255,425.778,68.803,549,255,437.911,58.842,101,242
DOD_111689142.mp4,DOW-UAP-PR47,17.4,522,upper-field formation track,high,6,3,425.091,74.747,905.091,344.747,37.415,21.203,718,239.333,255,202.796,30.52,37.738,18.984,34.839,37.738,near colored overlay,30.91,three compact bright contrast areas detected as a tight group,409.362,78.53,362,255,419.133,62.254,181,246,446.777,83.457,175,251
DOD_111689142.mp4,DOW-UAP-PR47,17.6,528,upper-field formation track,low,2,1,371.2,0.4,851.2,270.4,0.0,0.0,15,15,143,131.667,,,,,,separate from colored overlay,90.496,only one compact bright candidate detected,371.2,0.4,15,143,,,,,,,,
