video,release_id,report_id,sample_index,approx_second,source_frame_index,phase,dvids_anchor,candidate_x,candidate_y,dx_from_frame_center,dy_from_frame_center,bbox_w,bbox_h,area,max_luma,mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,annotated_frame_path,zoom_patch_path
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,10,5.00,50,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1320.2,516.1,360.2,-23.9,15,7,74,255,246.23,9,186.99,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0010_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0010_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,11,5.50,55,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,929.6,926.8,-30.4,386.8,15,23,135,255,245.3,11,306.26,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0011_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0011_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,12,6.00,60,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1302.9,479.1,342.9,-60.9,16,9,89,255,246.03,14,163.4,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0012_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0012_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,13,6.50,65,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,884.2,834.9,-75.8,294.9,13,12,102,255,246.02,11,204.08,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0013_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0013_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,14,7.00,70,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,989.4,704.8,29.4,164.8,21,13,131,255,245.21,16,115.43,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0014_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0014_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,15,7.50,75,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,994.8,687.0,34.8,147.0,24,14,165,255,246.2,19,99.58,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0015_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0015_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,16,8.00,80,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,997.2,688.2,37.2,148.2,22,14,148,255,246.03,16,101.49,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0016_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0016_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,17,8.50,85,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,978.9,684.7,18.9,144.7,23,13,155,255,245.42,14,93.59,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0017_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0017_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,18,9.00,90,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,944.2,676.1,-15.8,136.1,22,13,132,255,244.71,15,86.13,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0018_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0018_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,19,9.50,95,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,906.7,667.7,-53.3,127.7,21,12,105,252,244.17,16,93.99,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0019_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0019_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,20,10.00,100,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,759.2,738.3,-200.8,198.3,23,12,156,255,246.72,17,102.06,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0020_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0020_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,21,10.50,105,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,715.9,710.9,-244.1,170.9,20,13,144,255,246.77,20,104.72,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0021_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0021_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,22,11.00,110,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,664.8,667.2,-295.2,127.2,18,12,114,255,245.28,18,129.98,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0022_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0022_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,23,11.50,115,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,625.3,598.3,-334.7,58.3,34,15,298,255,247.56,13,169.19,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0023_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0023_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,24,12.00,120,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,556.6,557.6,-403.4,17.6,28,12,201,255,246.33,12,245.82,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0024_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0024_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,25,12.50,125,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1193.0,1064.4,233.0,524.4,15,19,160,255,226.91,17,424.84,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0025_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0025_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,26,13.00,130,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,810.3,34.2,-149.7,-505.8,17,18,128,255,246.19,126,232.39,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0026_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0026_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,27,13.50,135,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1587.6,1010.6,627.6,470.6,27,12,132,249,239.56,114,582.39,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0027_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0027_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,28,14.00,140,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1229.1,1009.6,269.1,469.6,28,19,183,255,243.3,193,378.83,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0028_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0028_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,29,14.50,145,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1151.6,906.9,191.6,366.9,29,12,149,255,243.4,215,263.77,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0029_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0029_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,30,15.00,150,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1414.7,1053.5,454.7,513.5,20,16,164,250,242.44,191,496.4,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0030_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0030_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,31,15.50,155,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1367.4,1011.6,407.4,471.6,15,15,124,253,243.45,176,436.02,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0031_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0031_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,32,16.00,160,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1442.8,939.6,482.8,399.6,38,34,403,255,243.83,256,427.41,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0032_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0032_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,33,16.50,165,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1039.3,1034.3,79.3,494.3,21,19,121,255,246.67,352,397.61,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0033_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0033_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,34,17.00,170,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1409.3,634.0,449.3,94.0,30,7,129,255,244.15,294,269.28,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0034_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0034_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,35,17.50,175,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1363.1,624.6,403.1,84.6,28,6,116,255,244.06,300,223.11,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0035_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0035_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,36,18.00,180,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1287.9,582.5,327.9,42.5,28,6,117,255,244.62,401,154.47,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0036_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0036_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,37,18.50,185,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1256.2,530.9,296.2,-9.1,21,8,105,252,243.23,327,133.14,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0037_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0037_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,38,19.00,190,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1462.2,494.2,502.2,-45.8,23,15,159,255,244.11,255,329.99,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0038_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0038_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,39,19.50,195,ocean-background track,DVIDS: 00:03-00:19 sensor tracks area of contrast against ocean background,1417.2,451.1,457.2,-88.9,26,11,125,255,244.0,94,281.22,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0039_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0039_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,40,20.00,200,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1361.4,429.8,401.4,-110.2,29,11,120,255,237.89,109,221.05,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0040_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0040_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,41,20.50,205,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1334.5,427.9,374.5,-112.1,22,8,80,250,235.06,104,200.03,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0041_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0041_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,42,21.00,210,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1451.3,344.3,491.3,-195.7,25,8,132,243,234.39,90,330.96,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0042_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0042_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,43,21.50,215,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1296.7,425.8,336.7,-114.2,22,11,101,249,230.52,114,162.94,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0043_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0043_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,44,22.00,220,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1273.9,425.6,313.9,-114.4,14,6,66,255,235.39,115,136.1,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0044_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0044_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,45,22.50,225,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1379.9,339.7,419.9,-200.3,38,10,172,255,234.49,102,268.94,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0045_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0045_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,46,23.00,230,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1244.2,421.8,284.2,-118.2,26,10,92,252,231.52,98,110.7,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0046_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0046_patch.jpg
DOD_111689022.mp4,DOW-UAP-PR35,DoW-UAP-D35,47,23.50,235,land-transition/loss,DVIDS: 00:20 area becomes indistinguishable as background transitions to land,1364.9,336.0,404.9,-204.0,36,12,186,250,233.38,97,254.41,separate from colored reticle/overlay,low,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/annotated-frames/frame_0047_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/object-zoom-patches/frame_0047_patch.jpg
