video,artifact_type,path,note
DOD_111689011,annotated_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-annotated-13.jpg,annotated phase-review sheet
DOD_111689011,annotated_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-annotated-14.jpg,annotated phase-review sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-00.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-01.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-02.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-03.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-04.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-05.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-06.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-07.jpg,candidate zoom-patch sheet
DOD_111689011,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/sheets/DOD_111689011-phase-patches-08.jpg,candidate zoom-patch sheet
DOD_111689022,metadata,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-video-dod_111689022-metadata.txt,source metadata
DOD_111689022,phase_track_csv,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-video-dod_111689022-phase-track.csv,phase-aligned sample table
DOD_111689022,phase_summary_csv,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-video-dod_111689022-phase-summary.csv,phase summary
DOD_111689022,annotated_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/sheets/DOD_111689022-phase-annotated-00.jpg,annotated phase-review sheet
DOD_111689022,annotated_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/sheets/DOD_111689022-phase-annotated-01.jpg,annotated phase-review sheet
DOD_111689022,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/sheets/DOD_111689022-phase-patches-00.jpg,candidate zoom-patch sheet
DOD_111689022,zoom_patch_contact_sheet,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689022/sheets/DOD_111689022-phase-patches-01.jpg,candidate zoom-patch sheet
