video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,contrast_threshold,local_median_luma,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,brightness_delta,darkness_delta,distance_from_prediction_px,overlay_relation,nearest_colored_overlay_px,caveat,annotated_frame_path,zoom_patch_path
DOD_111689123.mp4,DOW-UAP-PR45,10,10.0,300,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,8,52.0,99.0,945.1,544.1,934.0,530.0,24,26,245,0.393,220,8,106.8,121.0,91.0,15.43,separate from colored overlay,243.48,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0010_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0010_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,11,11.0,330,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,8,49.0,99.0,987.2,547.9,982.0,534.0,10,26,161,0.619,230,3,124.38,131.0,96.0,27.24,near colored overlay,17.09,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0011_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0011_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,12,12.0,360,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,10,50.0,99.0,984.5,546.8,980.0,534.0,12,25,158,0.527,229,7,124.27,130.0,92.0,24.51,near colored overlay,18.1,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0012_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0012_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,13,13.0,390,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,9,49.0,99.0,983.7,544.8,977.0,531.0,22,25,214,0.389,236,11,113.66,137.0,88.0,23.95,near colored overlay,16.66,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0013_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0013_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,14,14.0,420,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,9,49.0,99.0,982.2,546.2,979.0,533.0,10,24,146,0.608,236,15,129.2,137.0,84.0,22.29,near colored overlay,18.12,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0014_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0014_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,15,15.0,450,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,9,52.0,101.0,988.8,547.9,983.0,535.0,15,25,163,0.435,224,14,121.24,123.0,87.0,28.76,near colored overlay,16.36,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0015_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0015_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,16,16.0,480,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,11,49.0,99.0,983.6,549.4,979.0,539.0,19,25,172,0.362,215,3,123.33,116.0,96.0,23.63,near colored overlay,14.79,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0016_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0016_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,17,17.0,510,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,10,53.0,102.0,984.8,544.5,978.0,531.0,14,26,218,0.599,241,17,109.39,139.0,85.0,25.02,separate from colored overlay,250.31,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0017_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0017_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,18,18.0,540,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,13,56.0,117.0,939.7,546.6,935.0,533.0,9,24,132,0.611,213,8,128.58,96.0,109.0,20.34,near colored overlay,8.71,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0018_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0018_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,19,19.0,570,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,14,57.0,116.0,983.6,547.2,979.0,538.0,11,19,150,0.718,230,12,109.49,114.0,104.0,23.62,near colored overlay,18.36,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0019_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0019_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,20,20.0,600,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,16,54.0,114.0,987.4,547.9,980.0,538.0,17,19,176,0.545,224,4,96.98,110.0,110.0,27.38,near colored overlay,16.72,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0020_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0020_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,21,21.0,630,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,low,10,57.0,96.0,984.1,546.0,983.0,534.0,4,25,78,0.78,237,114,182.62,141.0,-18.0,24.16,near colored overlay,13.32,"weak, line-adjacent, far from expected track, or poorly separated contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0021_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0021_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,22,22.0,660,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,medium,2,54.0,29.0,941.9,545.3,940.0,536.0,5,19,92,0.968,214,79,146.1,185.0,-50.0,18.27,separate from colored overlay,235.65,"usable but small, reticle-adjacent, or partly occluded contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0022_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0022_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,23,23.0,690,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,9,54.0,106.0,974.8,545.9,971.0,532.0,12,25,170,0.567,223,11,114.87,117.0,95.0,14.92,near colored overlay,20.93,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0023_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0023_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,24,24.0,720,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,10,53.0,107.0,986.3,546.2,980.0,533.0,20,24,210,0.438,228,21,111.42,121.0,86.0,26.38,near colored overlay,17.51,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0024_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0024_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,25,25.0,750,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,11,52.0,107.0,986.7,546.2,980.0,534.0,20,24,238,0.496,238,5,102.1,131.0,102.0,26.76,near colored overlay,16.18,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0025_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0025_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,26,26.0,780,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,12,52.0,104.0,982.6,546.4,979.0,531.0,11,29,174,0.545,228,9,122.12,124.0,95.0,22.61,near colored overlay,6.46,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0026_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0026_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,27,27.0,810,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,high,16,57.0,107.0,964.6,560.4,960.0,556.0,9,13,78,0.667,222,29,135.76,115.0,78.0,13.22,near colored overlay,8.88,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0027_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0027_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,28,28.0,840,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,low,18,57.0,116.0,965.6,529.6,964.0,527.0,4,6,20,0.833,245,122,185.15,129.0,-6.0,19.25,intersects colored overlay,4.61,"weak, line-adjacent, far from expected track, or poorly separated contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0028_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0028_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,29,29.0,870,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,low,16,64.0,113.0,966.0,528.0,965.0,525.0,3,7,21,1.0,234,146,179.19,121.0,-33.0,20.88,intersects colored overlay,5.0,"weak, line-adjacent, far from expected track, or poorly separated contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0029_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0029_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,30,30.0,900,increasing distinctiveness pre-zoom,DVIDS 00:04-00:30 area of contrast gradually increases in distinctiveness,low,6,70.0,109.0,971.5,528.0,970.0,527.0,4,3,12,1.0,61,17,39.58,-48.0,92.0,23.07,separate from colored overlay,268.06,"weak, line-adjacent, far from expected track, or poorly separated contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0030_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0030_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,31,31.0,930,field-of-view narrows,DVIDS 00:31 sensor narrows field of view to zoom,high,14,53.0,118.0,951.9,548.9,944.0,545.0,17,9,122,0.797,251,172,214.33,133.0,-54.0,8.14,near colored overlay,17.81,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0031_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0031_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,32,32.0,960,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,6,48.0,92.0,962.4,553.0,954.0,549.0,18,9,129,0.796,254,128,195.65,162.0,-36.0,5.59,near colored overlay,14.36,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0032_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0032_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,33,33.0,990,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,8,51.0,89.0,961.0,545.5,953.0,542.0,17,8,118,0.868,252,134,194.04,163.0,-45.0,2.72,near colored overlay,18.47,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0033_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0033_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,34,34.0,1020,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,7,51.0,94.0,965.4,551.0,957.0,547.0,19,10,141,0.742,251,138,194.26,157.0,-44.0,6.2,near colored overlay,16.36,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0034_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0034_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,35,35.0,1050,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,13,49.0,109.0,968.8,551.6,959.0,544.0,20,14,160,0.571,251,163,200.42,142.0,-54.0,9.53,near colored overlay,15.04,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0035_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0035_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,36,36.0,1080,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,13,50.0,117.0,968.6,547.0,961.0,543.0,16,9,115,0.799,252,172,212.85,135.0,-55.0,8.66,near colored overlay,17.2,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0036_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0036_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,37,37.0,1110,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,11,49.0,121.0,964.9,544.7,956.0,539.0,20,12,143,0.596,255,152,208.28,134.0,-31.0,5.91,near colored overlay,19.27,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0037_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0037_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,38,38.0,1140,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,16,47.0,121.0,947.6,548.0,934.0,540.0,29,15,206,0.474,247,46,187.57,126.0,75.0,12.37,near colored overlay,17.0,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0038_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0038_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,39,39.0,1170,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,12,48.636,114.0,963.3,547.0,955.0,542.0,18,11,146,0.737,255,165,211.89,141.0,-51.0,3.42,near colored overlay,19.5,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0039_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0039_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,40,40.0,1200,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,12,46.0,110.0,951.9,541.6,943.0,537.0,20,10,153,0.765,255,151,211.57,145.0,-41.0,10.3,near colored overlay,14.6,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0040_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0040_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,41,41.0,1230,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,13,51.0,106.0,950.4,548.5,940.0,544.0,23,11,193,0.763,255,144,200.8,149.0,-38.0,9.57,near colored overlay,19.01,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0041_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0041_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,42,42.0,1260,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,8,48.0,113.0,952.4,554.9,942.0,550.0,22,11,174,0.719,250,143,204.27,137.0,-30.0,10.28,near colored overlay,13.06,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0042_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0042_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,43,43.0,1290,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,10,50.0,96.0,968.4,552.4,959.0,548.0,20,11,166,0.755,249,143,206.54,153.0,-47.0,9.49,near colored overlay,16.9,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0043_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0043_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,44,44.0,1320,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,7,51.0,89.0,957.2,548.7,945.0,539.0,25,19,263,0.554,255,123,194.52,166.0,-34.0,2.9,near colored overlay,16.84,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0044_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0044_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,45,45.0,1350,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,11,51.0,99.0,963.1,548.0,950.0,537.0,26,21,311,0.57,255,35,203.72,156.0,64.0,3.11,near colored overlay,20.26,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0045_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0045_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,46,46.0,1380,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,10,48.0,106.0,962.8,553.7,951.0,545.0,24,17,258,0.632,255,145,204.01,149.0,-39.0,6.35,near colored overlay,14.4,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0046_patch.jpg
