video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,required_area_count,review_quality,detection_mode,candidate_group_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_count,two_area_proxy,component_area,component_max_luma,contrast_delta,distance_from_reticle_px,edge_margin_px,max_component_separation_px,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689168.mp4,DOW-UAP-PR49,36,36.0,1080,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,low,overlay-suppressed,1,1086.5,707.5,1080,705,14,6,1,no,65,50,45.0,209.96,282.46,0.0,332.373,"weak, distant, or partially overlay-confounded bright group",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0036_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0036_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,37,37.0,1110,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,reticle-adjacent-fallback,1,960.5,568.0,960,566,2,5,1,no,10,251,251.0,28.0,422.0,0.0,1367.039,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0037_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0037_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,38,38.0,1140,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,overlay-suppressed,1,1035.6,481.4,1031,476,13,16,1,no,91,255,205.0,95.68,401.35,0.0,1189.187,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0038_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0038_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,39,39.0,1170,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,1029.2,462.6,1018,455,27,19,3,yes,157,254,200.0,103.8,382.62,16.37,2612.535,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0039_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0039_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,40,40.0,1200,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,956.7,458.5,939,449,36,23,1,yes,242,255,215.0,81.61,378.46,0.0,1350.75,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0040_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0040_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,41,41.0,1230,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,reticle-adjacent-fallback,1,963.5,503.2,949,480,34,105,4,yes,292,255,215.0,36.95,423.22,96.33,4943.677,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0041_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0041_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,42,42.0,1260,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,reticle-adjacent-fallback,1,963.7,525.7,950,497,33,88,4,yes,300,255,216.0,14.83,445.65,68.3,3135.301,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0042_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0042_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,43,43.0,1290,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,reticle-adjacent-fallback,1,935.9,519.0,901,498,62,87,4,yes,350,254,214.0,32.0,438.98,83.07,5004.444,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0043_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0043_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,44,44.0,1320,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,low,overlay-suppressed,1,899.5,521.5,899,520,2,4,1,no,8,79,39.0,63.27,441.5,0.0,269.296,"weak, distant, or partially overlay-confounded bright group",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0044_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0044_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,45,45.0,1350,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,overlay-suppressed,1,892.9,523.3,880,515,21,20,1,no,179,254,215.0,69.11,443.3,0.0,1338.468,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0045_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0045_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,46,46.0,1380,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,833.7,515.1,817,506,34,22,2,yes,264,254,214.0,128.72,435.1,16.7,1542.743,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0046_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,47,47.0,1410,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,827.6,504.6,809,498,38,18,1,yes,244,254,215.0,137.09,424.59,0.0,1347.868,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0047_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,48,48.0,1440,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,831.0,500.2,812,494,39,17,2,yes,263,255,236.0,134.99,420.21,18.6,1747.024,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0048_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,49,49.0,1470,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,842.8,506.3,829,501,25,11,2,yes,124,108,103.0,121.91,426.27,13.56,867.744,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0049_patch.jpg
