video,release_id,report_id,sample_index,approx_second,source_frame_index,phase,dvids_anchor,candidate_x,candidate_y,dx_from_frame_center,dy_from_frame_center,bbox_w,bbox_h,area,max_luma,mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,annotated_frame_path,zoom_patch_path
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,10,40.00,1200,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,993.4,530.3,33.4,-9.7,7,6,35,255,248.49,111,4.67,intersects colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0010_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0010_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,11,44.00,1320,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,963.3,444.9,3.3,-95.1,4,5,16,255,247.75,81,50.08,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0011_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0011_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,12,48.00,1440,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,663.0,1.0,-297.0,-539.0,25,3,73,250,240.05,79,311.64,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0012_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0012_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,13,52.00,1560,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,662.2,1.0,-297.8,-539.0,25,3,74,251,240.0,87,311.2,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0013_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0013_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,14,56.00,1680,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,462.0,1.0,-498.0,-539.0,27,3,79,255,241.85,103,268.77,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0014_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0014_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,15,60.00,1800,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1477.1,1.4,517.1,-538.6,41,5,150,255,240.04,60,270.17,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0015_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0015_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,16,64.00,1920,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1453.0,1.4,493.0,-538.6,39,5,141,253,238.51,66,267.96,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0016_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0016_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,17,68.00,2040,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,638.9,1.3,-321.1,-538.7,26,4,92,222,199.63,42,268.95,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0017_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0017_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,18,72.00,2160,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1063.3,714.0,103.3,174.0,27,17,192,225,217.37,60,166.77,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0018_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0018_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,19,76.00,2280,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,307.8,67.1,-652.2,-472.9,21,16,187,255,250.48,164,266.22,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0019_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0019_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,20,80.00,2400,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,839.7,157.4,-120.3,-382.6,56,26,589,232,224.96,93,203.21,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0020_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0020_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,21,84.00,2520,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,196.4,95.6,-763.6,-444.4,8,4,28,253,222.0,33,691.06,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0021_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0021_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,22,88.00,2640,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,810.4,27.4,-149.6,-512.6,4,4,13,253,225.54,60,298.7,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0022_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0022_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,23,92.00,2760,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1.5,1.5,-958.5,-538.5,4,4,16,223,183.38,24,547.32,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0023_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0023_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,24,96.00,2880,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1.0,339.5,-959.0,-200.5,3,28,82,255,231.07,32,481.24,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0024_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0024_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,25,100.00,3000,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1.0,305.3,-959.0,-234.7,4,37,111,243,226.64,35,478.45,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0025_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0025_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,26,104.00,3120,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1.1,353.5,-958.9,-186.5,4,38,121,245,223.39,93,482.9,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0026_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0026_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,27,108.00,3240,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1231.1,1.1,271.1,-538.9,22,4,67,237,219.06,108,315.63,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0027_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0027_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,28,112.00,3360,no-content / scene context lead-in,DVIDS: 00:00-01:55 no content,1255.8,1.2,295.8,-538.8,25,4,76,248,216.88,106,312.53,separate from colored reticle/overlay,low,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0028_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0028_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,29,116.00,3480,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0029_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0029_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,30,116.50,3495,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0030_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0030_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,31,117.00,3510,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0031_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0031_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,32,117.50,3525,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0032_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0032_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,33,118.00,3540,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0033_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0033_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,34,118.50,3555,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0034_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0034_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,35,119.00,3570,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0035_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0035_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,36,119.50,3585,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0036_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0036_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,37,120.00,3600,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0037_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0037_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,38,120.50,3615,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0038_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0038_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,39,121.00,3630,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0039_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0039_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,40,121.50,3645,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0040_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0040_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,41,122.00,3660,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0041_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0041_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,42,122.50,3675,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0042_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0042_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,43,123.00,3690,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0043_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0043_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,44,123.50,3705,initial right-side contrast,DVIDS: 01:56 contrast becomes distinguishable near center-right,,,,,,,,,,,,no candidate,none,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0044_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0044_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,45,124.00,3720,pan to center,DVIDS: 02:04 IR sensor pans to center on contrast,803.5,439.3,-156.5,-100.7,22,33,275,204,187.51,70,145.24,separate from colored reticle/overlay,medium,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0045_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0045_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,46,124.50,3735,pan to center,DVIDS: 02:04 IR sensor pans to center on contrast,803.1,437.2,-156.9,-102.8,22,33,282,202,188.93,69,147.7,separate from colored reticle/overlay,medium,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/annotated-frames/frame_0046_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111688825/object-zoom-patches/frame_0046_patch.jpg
