"name","extension","bytes","megabytes","last_write_time","source_path"
"65_hs1-101634279_100-de-26505.pdf",".pdf","12990300","12.389","2026-05-09T12:01:34","I:\My Drive\UFO\65_hs1-101634279_100-de-26505.pdf"
"65_hs1-834228961_62-hq-83894_section_1.pdf",".pdf","108961866","103.914","2026-05-09T12:02:05","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_1.pdf"
"65_hs1-834228961_62-hq-83894_section_10.pdf",".pdf","106167501","101.249","2026-05-09T11:45:59","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_10.pdf"
"65_hs1-834228961_62-hq-83894_section_2.pdf",".pdf","118380300","112.896","2026-05-09T11:46:32","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_2.pdf"
"65_hs1-834228961_62-hq-83894_section_3.pdf",".pdf","50907255","48.549","2026-05-09T11:47:05","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_3.pdf"
"65_hs1-834228961_62-hq-83894_section_4.pdf",".pdf","92073029","87.808","2026-05-09T11:47:27","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_4.pdf"
"65_hs1-834228961_62-hq-83894_section_5.pdf",".pdf","58041955","55.353","2026-05-09T11:48:57","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_5.pdf"
"65_hs1-834228961_62-hq-83894_section_6.pdf",".pdf","370571478","353.405","2026-05-09T11:48:18","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_6.pdf"
"65_hs1-834228961_62-hq-83894_section_7.pdf",".pdf","62687106","59.783","2026-05-09T11:49:23","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_7.pdf"
"65_hs1-834228961_62-hq-83894_section_8.pdf",".pdf","120391107","114.814","2026-05-09T12:02:39","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_8.pdf"
"65_hs1-834228961_62-hq-83894_section_9.pdf",".pdf","91452111","87.216","2026-05-09T11:49:43","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_section_9.pdf"
"65_hs1-834228961_62-hq-83894_serial_130.pdf",".pdf","106690293","101.748","2026-05-09T11:51:06","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_130.pdf"
"65_hs1-834228961_62-hq-83894_serial_164.pdf",".pdf","30938461","29.505","2026-05-09T11:53:30","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_164.pdf"
"65_hs1-834228961_62-hq-83894_serial_220.pdf",".pdf","8421314","8.031","2026-05-09T11:53:56","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_220.pdf"
"65_hs1-834228961_62-hq-83894_serial_403.pdf",".pdf","5745008","5.479","2026-05-09T11:54:11","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_403.pdf"
"65_hs1-834228961_62-hq-83894_serial_438.pdf",".pdf","15143657","14.442","2026-05-09T11:54:31","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_438.pdf"
"65_hs1-834228961_62-hq-83894_serial_449.pdf",".pdf","12499481","11.92","2026-05-09T11:55:06","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_serial_449.pdf"
"65_hs1-834228961_62-hq-83894_sub_a.pdf",".pdf","49325139","47.04","2026-05-09T11:55:22","I:\My Drive\UFO\65_hs1-834228961_62-hq-83894_sub_a.pdf"
"DOD_111688723.mp4",".mp4","6814452","6.499","2026-05-09T12:29:06","I:\My Drive\UFO\DOD_111688723.mp4"
"DOD_111688762.mp4",".mp4","12752210","12.161","2026-05-09T12:30:14","I:\My Drive\UFO\DOD_111688762.mp4"
"DOD_111688775.mp4",".mp4","3982264","3.798","2026-05-09T12:31:39","I:\My Drive\UFO\DOD_111688775.mp4"
"DOD_111688809.mp4",".mp4","5300653","5.055","2026-05-09T12:32:19","I:\My Drive\UFO\DOD_111688809.mp4"
"DOD_111688816 (1).mp4",".mp4","27493716","26.22","2026-05-09T12:35:33","I:\My Drive\UFO\DOD_111688816 (1).mp4"
"DOD_111688816.mp4",".mp4","27493716","26.22","2026-05-09T12:32:43","I:\My Drive\UFO\DOD_111688816.mp4"
"DOD_111688825.mp4",".mp4","155885289","148.664","2026-05-09T12:41:32","I:\My Drive\UFO\DOD_111688825.mp4"
"DOD_111688954.mp4",".mp4","15992674","15.252","2026-05-09T12:41:42","I:\My Drive\UFO\DOD_111688954.mp4"
"DOD_111688964.mp4",".mp4","15445575","14.73","2026-05-09T12:43:47","I:\My Drive\UFO\DOD_111688964.mp4"
"DOD_111688970 (1).mp4",".mp4","644525","0.615","2026-05-09T12:44:57","I:\My Drive\UFO\DOD_111688970 (1).mp4"
"DOD_111688970.mp4",".mp4","644525","0.615","2026-05-09T12:44:20","I:\My Drive\UFO\DOD_111688970.mp4"
"DOD_111688997.mp4",".mp4","1834659","1.75","2026-05-09T12:45:13","I:\My Drive\UFO\DOD_111688997.mp4"
"DOD_111689005.mp4",".mp4","426911","0.407","2026-05-09T12:48:05","I:\My Drive\UFO\DOD_111689005.mp4"
"DOD_111689011.mp4",".mp4","198248609","189.065","2026-05-09T12:49:13","I:\My Drive\UFO\DOD_111689011.mp4"
"DOD_111689022-1920x1080-9000k (1).mp4",".mp4","6625380","6.318","2026-05-09T12:50:42","I:\My Drive\UFO\DOD_111689022-1920x1080-9000k (1).mp4"
"DOD_111689022-1920x1080-9000k (2).mp4",".mp4","6625380","6.318","2026-05-09T12:50:45","I:\My Drive\UFO\DOD_111689022-1920x1080-9000k (2).mp4"
"DOD_111689022-1920x1080-9000k.mp4",".mp4","6625380","6.318","2026-05-09T12:49:49","I:\My Drive\UFO\DOD_111689022-1920x1080-9000k.mp4"
"DOD_111689030.mp4",".mp4","142686223","136.076","2026-05-09T12:51:45","I:\My Drive\UFO\DOD_111689030.mp4"
"DOD_111689044 (1).mp4",".mp4","8543893","8.148","2026-05-09T12:52:20","I:\My Drive\UFO\DOD_111689044 (1).mp4"
"DOD_111689044.mp4",".mp4","8543893","8.148","2026-05-09T12:51:54","I:\My Drive\UFO\DOD_111689044.mp4"
"DOD_111689051 (1).mp4",".mp4","30707537","29.285","2026-05-09T12:57:18","I:\My Drive\UFO\DOD_111689051 (1).mp4"
"DOD_111689051.mp4",".mp4","30707537","29.285","2026-05-09T12:54:51","I:\My Drive\UFO\DOD_111689051.mp4"
"DOD_111689057.mp4",".mp4","1708179","1.629","2026-05-09T13:00:16","I:\My Drive\UFO\DOD_111689057.mp4"
"DOD_111689082.mp4",".mp4","29392078","28.03","2026-05-09T13:00:36","I:\My Drive\UFO\DOD_111689082.mp4"
"DOD_111689083.mp4",".mp4","116787147","111.377","2026-05-09T13:01:30","I:\My Drive\UFO\DOD_111689083.mp4"
"DOD_111689090 (1).mp4",".mp4","274712045","261.986","2026-05-09T13:01:56","I:\My Drive\UFO\DOD_111689090 (1).mp4"
"DOD_111689090.mp4",".mp4","274712045","261.986","2026-05-09T13:01:44","I:\My Drive\UFO\DOD_111689090.mp4"
"DOD_111689115 (1).mp4",".mp4","86775527","82.756","2026-05-09T13:03:49","I:\My Drive\UFO\DOD_111689115 (1).mp4"
"DOD_111689115.mp4",".mp4","86775527","82.756","2026-05-09T13:02:55","I:\My Drive\UFO\DOD_111689115.mp4"
"DOD_111689123 (1).mp4",".mp4","14908599","14.218","2026-05-09T13:05:55","I:\My Drive\UFO\DOD_111689123 (1).mp4"
"DOD_111689123.mp4",".mp4","14908599","14.218","2026-05-09T13:03:57","I:\My Drive\UFO\DOD_111689123.mp4"
"DOD_111689133 (1).mp4",".mp4","3005135","2.866","2026-05-09T13:06:45","I:\My Drive\UFO\DOD_111689133 (1).mp4"
"DOD_111689133.mp4",".mp4","3005135","2.866","2026-05-09T13:06:09","I:\My Drive\UFO\DOD_111689133.mp4"
"DOD_111689142.mp4",".mp4","15963093","15.224","2026-05-09T13:06:51","I:\My Drive\UFO\DOD_111689142.mp4"
"DOD_111689167 (1).mp4",".mp4","116761162","111.352","2026-05-09T13:07:44","I:\My Drive\UFO\DOD_111689167 (1).mp4"
"DOD_111689167 (2).mp4",".mp4","116761162","111.352","2026-05-09T13:07:54","I:\My Drive\UFO\DOD_111689167 (2).mp4"
"DOD_111689167.mp4",".mp4","116761162","111.352","2026-05-09T13:07:30","I:\My Drive\UFO\DOD_111689167.mp4"
"DOD_111689168.mp4",".mp4","17266193","16.466","2026-05-09T13:08:00","I:\My Drive\UFO\DOD_111689168.mp4"
"DOD_111689232.mp4",".mp4","19126276","18.24","2026-05-09T11:57:00","I:\My Drive\UFO\DOD_111689232.mp4"
"DOD_111689759 (1).mp4",".mp4","9089058","8.668","2026-05-09T13:02:43","I:\My Drive\UFO\DOD_111689759 (1).mp4"
"DOD_111689759.mp4",".mp4","9089058","8.668","2026-05-09T13:02:05","I:\My Drive\UFO\DOD_111689759.mp4"
"dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf",".pdf","301285","0.287","2026-05-09T13:21:52","I:\My Drive\UFO\dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf"
"dos-uap-d2-cable-2-kazakhstan-january-1994.pdf",".pdf","370719","0.354","2026-05-09T13:23:42","I:\My Drive\UFO\dos-uap-d2-cable-2-kazakhstan-january-1994.pdf"
"dow-uap-d10-mission-report-middle-east-may-2022.pdf",".pdf","663290","0.633","2026-05-09T12:03:20","I:\My Drive\UFO\dow-uap-d10-mission-report-middle-east-may-2022.pdf"
"dow-uap-d12-mission-report-iraq-may-2022.pdf",".pdf","670302","0.639","2026-05-09T12:04:01","I:\My Drive\UFO\dow-uap-d12-mission-report-iraq-may-2022.pdf"
"dow-uap-d14-mission-report-iraq-may-2022.pdf",".pdf","7463660","7.118","2026-05-09T12:04:39","I:\My Drive\UFO\dow-uap-d14-mission-report-iraq-may-2022.pdf"
"dow-uap-d16-mission-report-syria-july-2022.pdf",".pdf","6999240","6.675","2026-05-09T12:05:17","I:\My Drive\UFO\dow-uap-d16-mission-report-syria-july-2022.pdf"
"dow-uap-d18-mission-report-iraq-december-2022.pdf",".pdf","3673697","3.504","2026-05-09T12:05:36","I:\My Drive\UFO\dow-uap-d18-mission-report-iraq-december-2022.pdf"
"dow-uap-d19-mission-report-syria-february-21-2023.pdf",".pdf","5885305","5.613","2026-05-09T12:06:02","I:\My Drive\UFO\dow-uap-d19-mission-report-syria-february-21-2023.pdf"
"dow-uap-d23-mission-report-united-arab-emirates-october-2023 (1).pdf",".pdf","1324277","1.263","2026-05-09T12:07:16","I:\My Drive\UFO\dow-uap-d23-mission-report-united-arab-emirates-october-2023 (1).pdf"
"dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf",".pdf","1324277","1.263","2026-05-09T12:07:01","I:\My Drive\UFO\dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf"
"dow-uap-d25-mission-report-greece-january-2024.pdf",".pdf","680054","0.649","2026-05-09T12:07:54","I:\My Drive\UFO\dow-uap-d25-mission-report-greece-january-2024.pdf"
"dow-uap-d27-mission-report-united-arab-emirates-october-2023.pdf",".pdf","689226","0.657","2026-05-09T12:08:19","I:\My Drive\UFO\dow-uap-d27-mission-report-united-arab-emirates-october-2023.pdf"
"dow-uap-d28-mission-report-east-china-sea-2024.pdf",".pdf","633172","0.604","2026-05-09T12:08:39","I:\My Drive\UFO\dow-uap-d28-mission-report-east-china-sea-2024.pdf"
"dow-uap-d32-mission-report,-syria-october-2024.pdf",".pdf","651740","0.622","2026-05-09T12:09:51","I:\My Drive\UFO\dow-uap-d32-mission-report,-syria-october-2024.pdf"
"dow-uap-d33-mission-report-greece-october-2023.pdf",".pdf","897434","0.856","2026-05-09T12:10:39","I:\My Drive\UFO\dow-uap-d33-mission-report-greece-october-2023.pdf"
"dow-uap-d35-mission-report-greece-october-2023.pdf",".pdf","1415369","1.35","2026-05-09T12:10:58","I:\My Drive\UFO\dow-uap-d35-mission-report-greece-october-2023.pdf"
"dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf",".pdf","342668","0.327","2026-05-09T12:11:13","I:\My Drive\UFO\dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf"
"dow-uap-d3-mission-report-arabian-gulf-2020.pdf",".pdf","101111","0.096","2026-05-09T12:08:58","I:\My Drive\UFO\dow-uap-d3-mission-report-arabian-gulf-2020.pdf"
"dow-uap-d42-range-fouler-debrief-japan-2023.pdf",".pdf","295621","0.282","2026-05-09T12:12:23","I:\My Drive\UFO\dow-uap-d42-range-fouler-debrief-japan-2023.pdf"
"dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf",".pdf","297873","0.284","2026-05-09T12:12:40","I:\My Drive\UFO\dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf"
"dow-uap-d48-report-september-1996.pdf",".pdf","22495083","21.453","2026-05-09T12:13:22","I:\My Drive\UFO\dow-uap-d48-report-september-1996.pdf"
"dow-uap-d49-launch-summary-february-2000.pdf",".pdf","9090715","8.67","2026-05-09T12:15:24","I:\My Drive\UFO\dow-uap-d49-launch-summary-february-2000.pdf"
"dow-uap-d4-mission-report-arabian-gulf-2020.pdf",".pdf","29121","0.028","2026-05-09T12:11:51","I:\My Drive\UFO\dow-uap-d4-mission-report-arabian-gulf-2020.pdf"
"dow-uap-d50-email-correspondence-indopacom-april-2025.pdf",".pdf","312451","0.298","2026-05-09T12:18:27","I:\My Drive\UFO\dow-uap-d50-email-correspondence-indopacom-april-2025.pdf"
"dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf",".pdf","76470","0.073","2026-05-09T12:18:57","I:\My Drive\UFO\dow-uap-d51-email-correspondence-pacific-time-zone-march-2023.pdf"
"dow-uap-d52-email-correspondance-na-august-2024.pdf",".pdf","66874","0.064","2026-05-09T12:20:50","I:\My Drive\UFO\dow-uap-d52-email-correspondance-na-august-2024.pdf"
"dow-uap-d54-mission-report-mediterranean-sea-na.pdf",".pdf","20095","0.019","2026-05-09T12:21:07","I:\My Drive\UFO\dow-uap-d54-mission-report-mediterranean-sea-na.pdf"
"dow-uap-d55-mission-report-syria-november-2016.pdf",".pdf","207227","0.198","2026-05-09T12:21:39","I:\My Drive\UFO\dow-uap-d55-mission-report-syria-november-2016.pdf"
"dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf",".pdf","1849972","1.764","2026-05-09T12:22:42","I:\My Drive\UFO\dow-uap-d56-range-fouler-debrief-arabian-sea-august-2020.pdf"
"dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf",".pdf","295447","0.282","2026-05-09T12:23:01","I:\My Drive\UFO\dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf"
"dow-uap-d58-range-fouler-debrief-na-october-2020.pdf",".pdf","301419","0.287","2026-05-09T12:23:46","I:\My Drive\UFO\dow-uap-d58-range-fouler-debrief-na-october-2020.pdf"
"dow-uap-d5-mission-report-arabian-gulf-2020.pdf",".pdf","30588","0.029","2026-05-09T12:15:57","I:\My Drive\UFO\dow-uap-d5-mission-report-arabian-gulf-2020.pdf"
"dow-uap-d60-mission-report-persian-gulf-august-2020.pdf",".pdf","2412310","2.301","2026-05-09T12:25:03","I:\My Drive\UFO\dow-uap-d60-mission-report-persian-gulf-august-2020.pdf"
"dow-uap-d61-mission-report-persian-gulf-august-2020.pdf",".pdf","877324","0.837","2026-05-09T12:25:17","I:\My Drive\UFO\dow-uap-d61-mission-report-persian-gulf-august-2020.pdf"
"dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf",".pdf","1045437","0.997","2026-05-09T12:25:50","I:\My Drive\UFO\dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf"
"dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf",".pdf","3311583","3.158","2026-05-09T12:26:03","I:\My Drive\UFO\dow-uap-d63-mission-report-strait-of-hormuz-october-2020.pdf"
"dow-uap-d64-mission-report-iran-november-2020.pdf",".pdf","860506","0.821","2026-05-09T12:26:19","I:\My Drive\UFO\dow-uap-d64-mission-report-iran-november-2020.pdf"
"dow-uap-d65-mission-report-persian-gulf-july-2020.pdf",".pdf","3043075","2.902","2026-05-09T12:26:35","I:\My Drive\UFO\dow-uap-d65-mission-report-persian-gulf-july-2020.pdf"
"dow-uap-d6-mission-report-arabian-gulf-2020.pdf",".pdf","26847","0.026","2026-05-09T12:24:27","I:\My Drive\UFO\dow-uap-d6-mission-report-arabian-gulf-2020.pdf"
"dow-uap-d74-mission-report-syria-november-2023.pdf",".pdf","719044","0.686","2026-05-09T12:27:10","I:\My Drive\UFO\dow-uap-d74-mission-report-syria-november-2023.pdf"
"dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf",".pdf","792150","0.755","2026-05-09T12:27:26","I:\My Drive\UFO\dow-uap-d75-mission-report-gulf-of-aden-july-2024.pdf"
"dow-uap-d7-mission-report-arabian-gulf-2020.pdf",".pdf","27337","0.026","2026-05-09T12:26:52","I:\My Drive\UFO\dow-uap-d7-mission-report-arabian-gulf-2020.pdf"
"dow-uap-d8-mission-report-djibouti-2025.pdf",".pdf","29154","0.028","2026-05-09T12:27:45","I:\My Drive\UFO\dow-uap-d8-mission-report-djibouti-2025.pdf"
"dow-uap-pr20.pdf",".pdf","2292342","2.186","2026-05-09T12:29:27","I:\My Drive\UFO\dow-uap-pr20.pdf"
"fbi-photo-a1.png",".png","94513","0.09","2026-05-09T13:08:47","I:\My Drive\UFO\fbi-photo-a1.png"
"fbi-photo-a2.png",".png","98192","0.094","2026-05-09T13:09:25","I:\My Drive\UFO\fbi-photo-a2.png"
"fbi-photo-a3.png",".png","94807","0.09","2026-05-09T13:09:58","I:\My Drive\UFO\fbi-photo-a3.png"
"fbi-photo-a4.png",".png","96879","0.092","2026-05-09T13:10:07","I:\My Drive\UFO\fbi-photo-a4.png"
"fbi-photo-a5.jpg",".jpg","140411","0.134","2026-05-09T13:10:20","I:\My Drive\UFO\fbi-photo-a5.jpg"
"fbi-photo-a6.jpg",".jpg","130500","0.124","2026-05-09T13:10:28","I:\My Drive\UFO\fbi-photo-a6.jpg"
"fbi-photo-a7.jpg",".jpg","131645","0.126","2026-05-09T13:10:35","I:\My Drive\UFO\fbi-photo-a7.jpg"
"fbi-photo-a8.jpg",".jpg","134858","0.129","2026-05-09T13:10:52","I:\My Drive\UFO\fbi-photo-a8.jpg"
"fbi-photo-b1.jpg",".jpg","389761","0.372","2026-05-09T13:10:59","I:\My Drive\UFO\fbi-photo-b1.jpg"
"fbi-photo-b10.jpg",".jpg","381795","0.364","2026-05-09T13:11:12","I:\My Drive\UFO\fbi-photo-b10.jpg"
"fbi-photo-b11.jpg",".jpg","369331","0.352","2026-05-09T13:11:20","I:\My Drive\UFO\fbi-photo-b11.jpg"
"fbi-photo-b12.jpg",".jpg","366117","0.349","2026-05-09T13:11:28","I:\My Drive\UFO\fbi-photo-b12.jpg"
"fbi-photo-b13.jpg",".jpg","175161","0.167","2026-05-09T13:11:33","I:\My Drive\UFO\fbi-photo-b13.jpg"
"fbi-photo-b14.jpg",".jpg","188553","0.18","2026-05-09T13:11:39","I:\My Drive\UFO\fbi-photo-b14.jpg"
"fbi-photo-b15.jpg",".jpg","176072","0.168","2026-05-09T13:11:47","I:\My Drive\UFO\fbi-photo-b15.jpg"
"fbi-photo-b16.jpg",".jpg","175369","0.167","2026-05-09T13:11:53","I:\My Drive\UFO\fbi-photo-b16.jpg"
"fbi-photo-b17.jpg",".jpg","177653","0.169","2026-05-09T13:11:58","I:\My Drive\UFO\fbi-photo-b17.jpg"
"fbi-photo-b18.jpg",".jpg","171363","0.163","2026-05-09T13:12:04","I:\My Drive\UFO\fbi-photo-b18.jpg"
"fbi-photo-b19.jpg",".jpg","379553","0.362","2026-05-09T13:12:10","I:\My Drive\UFO\fbi-photo-b19.jpg"
"fbi-photo-b2.jpg",".jpg","368203","0.351","2026-05-09T13:12:15","I:\My Drive\UFO\fbi-photo-b2.jpg"
"fbi-photo-b20.jpg",".jpg","365406","0.348","2026-05-09T13:12:21","I:\My Drive\UFO\fbi-photo-b20.jpg"
"fbi-photo-b21.jpg",".jpg","374225","0.357","2026-05-09T13:12:40","I:\My Drive\UFO\fbi-photo-b21.jpg"
"fbi-photo-b22.jpg",".jpg","175723","0.168","2026-05-09T13:12:47","I:\My Drive\UFO\fbi-photo-b22.jpg"
"fbi-photo-b23.jpg",".jpg","170929","0.163","2026-05-09T13:12:52","I:\My Drive\UFO\fbi-photo-b23.jpg"
"fbi-photo-b24.jpg",".jpg","178974","0.171","2026-05-09T13:13:03","I:\My Drive\UFO\fbi-photo-b24.jpg"
"fbi-photo-b3.jpg",".jpg","390348","0.372","2026-05-09T13:13:07","I:\My Drive\UFO\fbi-photo-b3.jpg"
"fbi-photo-b4.jpg",".jpg","379630","0.362","2026-05-09T13:13:13","I:\My Drive\UFO\fbi-photo-b4.jpg"
"fbi-photo-b5.jpg",".jpg","368879","0.352","2026-05-09T13:13:18","I:\My Drive\UFO\fbi-photo-b5.jpg"
"fbi-photo-b6.jpg",".jpg","385228","0.367","2026-05-09T13:13:24","I:\My Drive\UFO\fbi-photo-b6.jpg"
"fbi-photo-b6.pdf",".pdf","608164","0.58","2026-05-09T13:14:12","I:\My Drive\UFO\fbi-photo-b6.pdf"
"fbi-photo-b7.jpg",".jpg","382914","0.365","2026-05-09T13:14:26","I:\My Drive\UFO\fbi-photo-b7.jpg"
"fbi-photo-b8.jpg",".jpg","372123","0.355","2026-05-09T13:15:24","I:\My Drive\UFO\fbi-photo-b8.jpg"
"fbi-photo-b9.jpg",".jpg","375391","0.358","2026-05-09T13:15:19","I:\My Drive\UFO\fbi-photo-b9.jpg"
"nasa-uap-d1-apollo-12-transcript-1969.pdf",".pdf","1030644","0.983","2026-05-09T13:15:55","I:\My Drive\UFO\nasa-uap-d1-apollo-12-transcript-1969.pdf"
"nasa-uap-d2-apollo-17-transcript-1972.pdf",".pdf","463669","0.442","2026-05-09T13:16:16","I:\My Drive\UFO\nasa-uap-d2-apollo-17-transcript-1972.pdf"
"nasa-uap-d3-gemini-7-transcript-1965.pdf",".pdf","1415124","1.35","2026-05-09T13:16:35","I:\My Drive\UFO\nasa-uap-d3-gemini-7-transcript-1965.pdf"
"nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf",".pdf","29286242","27.93","2026-05-09T13:17:01","I:\My Drive\UFO\nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf"
"nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf",".pdf","212585","0.203","2026-05-09T13:17:17","I:\My Drive\UFO\nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf"
"nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf",".pdf","513402","0.49","2026-05-09T13:17:54","I:\My Drive\UFO\nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf"
"nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf",".pdf","659470","0.629","2026-05-09T13:18:11","I:\My Drive\UFO\nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf"
"nasa-uap-vm1-apollo-12-1969.jpg",".jpg","2526206","2.409","2026-05-09T13:18:27","I:\My Drive\UFO\nasa-uap-vm1-apollo-12-1969.jpg"
"nasa-uap-vm2-apollo-12-1969.jpg",".jpg","2630734","2.509","2026-05-09T13:19:04","I:\My Drive\UFO\nasa-uap-vm2-apollo-12-1969.jpg"
"nasa-uap-vm3-apollo-12-1969.jpg",".jpg","2534744","2.417","2026-05-09T13:19:20","I:\My Drive\UFO\nasa-uap-vm3-apollo-12-1969.jpg"
"nasa-uap-vm4-apollo-12-1969.jpg",".jpg","2444608","2.331","2026-05-09T13:19:31","I:\My Drive\UFO\nasa-uap-vm4-apollo-12-1969.jpg"
"nasa-uap-vm5-apollo-12-1969.jpg",".jpg","2590279","2.47","2026-05-09T13:19:42","I:\My Drive\UFO\nasa-uap-vm5-apollo-12-1969.jpg"
"nasa-uap-vm6-apollo-17-1972.jpg",".jpg","1778754","1.696","2026-05-09T13:20:29","I:\My Drive\UFO\nasa-uap-vm6-apollo-17-1972.jpg"
"serial 5 redacted_redacted.pdf",".pdf","227126","0.217","2026-05-09T13:34:04","I:\My Drive\UFO\serial 5 redacted_redacted.pdf"
"serial-3_redacted.pdf",".pdf","275673","0.263","2026-05-09T13:34:30","I:\My Drive\UFO\serial-3_redacted.pdf"
"serial-4-redacted_redacted.pdf",".pdf","237155","0.226","2026-05-09T13:34:49","I:\My Drive\UFO\serial-4-redacted_redacted.pdf"
"usper-statement-redacted.pdf",".pdf","786792","0.75","2026-05-09T13:32:31","I:\My Drive\UFO\usper-statement-redacted.pdf"
"western_us_event_slides_5.08.2026.pdf",".pdf","63463","0.061","2026-05-09T13:35:07","I:\My Drive\UFO\western_us_event_slides_5.08.2026.pdf"

