case,record_id,video,second,frame_index,crop_strategy,manual_label_review_status,notes
PR059,DOW-UAP-PR059,DOD_111719809.mp4,16,480,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,17,510,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,18,540,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,19,570,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,20,600,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,21,630,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,22,660,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,23,690,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,24,720,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,25,750,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,26,780,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,27,810,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,28,840,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,29,870,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,30,900,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,31,930,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,32,960,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,33,990,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,34,1020,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,35,1050,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,36,1080,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,37,1110,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,38,1140,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,39,1170,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,40,1200,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,41,1230,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,42,1260,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,43,1290,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,44,1320,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,45,1350,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,46,1380,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,47,1410,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,48,1440,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,49,1470,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,50,1500,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,51,1530,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,52,1560,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,53,1590,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,54,1620,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,55,1650,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,56,1680,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,57,1710,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,58,1740,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,59,1770,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,60,1800,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,61,1830,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,62,1860,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,63,1890,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,64,1920,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,65,1950,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,66,1980,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,67,2010,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,68,2040,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,69,2070,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,70,2100,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,71,2130,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,72,2160,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,73,2190,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,74,2220,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,75,2250,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,76,2280,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,77,2310,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,78,2340,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,79,2370,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,80,2400,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,81,2430,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,82,2460,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,83,2490,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,84,2520,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,85,2550,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,86,2580,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,87,2610,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,88,2640,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,89,2670,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,90,2700,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,91,2730,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,92,2760,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,93,2790,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,94,2820,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,95,2850,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,96,2880,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,97,2910,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,98,2940,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,99,2970,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,100,3000,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,101,3030,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,102,3060,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,103,3090,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,104,3120,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,105,3150,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,106,3180,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,107,3210,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,108,3240,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,109,3270,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,110,3300,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,111,3330,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,112,3360,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,113,3390,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,114,3420,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,115,3450,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,116,3480,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,117,3510,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,118,3540,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,119,3570,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,120,3600,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,121,3630,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,122,3660,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,123,3690,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,124,3720,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,125,3750,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,126,3780,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,127,3810,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,128,3840,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,129,3870,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,130,3900,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,131,3930,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,132,3960,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,133,3990,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,134,4020,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,135,4050,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,136,4080,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,137,4110,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,138,4140,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,139,4170,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,140,4200,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,141,4230,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,142,4260,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,143,4290,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,144,4320,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,145,4350,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,146,4380,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,147,4410,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,148,4440,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,149,4470,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,150,4500,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,151,4530,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
PR059,DOW-UAP-PR059,DOD_111719809.mp4,152,4560,source_resolution_right_center_track_box_and_label_region,pending_interval_review,Source media retained outside Git; crop sheets under ignored research/ufo-derived/.
