video,release_id,dvids_stated_report_id,content_report_id,pass_label,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,track_candidate_rank,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,contrast_delta,step_from_previous_supported_px,distance_from_expected_px,distance_from_reticle_px,overlay_relation,nearest_colored_overlay_px,detection_threshold,caveat,annotated_frame_path,zoom_patch_path
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,10,12.0,360,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,2,2,1312.7,812.2,1310.0,811.0,6,4,19,0.792,227,206,214.42,192.0,35.0,395.008,491.9,445.53,intersects colored overlay,3.17,20.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0010_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0010_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,11,12.2,366,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,6,1,1274.1,791.7,1266.0,783.0,16,20,217,0.678,255,190,232.96,186.0,69.0,351.43,450.36,402.47,near colored overlay,21.59,20.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0011_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0011_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,12,12.4,372,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,6,1,1181.3,762.4,1179.0,756.0,5,14,57,0.814,253,200,236.47,172.0,81.0,259.235,370.03,313.78,separate from colored overlay,118.78,28.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0012_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0012_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,13,12.6,378,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,15,1,1091.4,732.0,1089.0,726.0,5,13,51,0.785,253,185,229.39,161.0,92.0,173.549,300.13,232.65,separate from colored overlay,193.87,24.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0013_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0013_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,14,12.8,384,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,20,1,1011.3,703.0,1009.0,697.0,5,13,53,0.815,251,175,219.58,149.0,102.0,108.945,250.46,170.88,separate from colored overlay,126.4,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0014_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0014_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,15,13.0,390,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,20,1,977.4,676.0,975.0,671.0,5,11,42,0.764,250,166,213.93,143.0,107.0,43.288,221.05,137.16,separate from colored overlay,91.76,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0015_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0015_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,16,13.2,396,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,968.6,635.6,966.0,630.0,5,12,43,0.717,250,172,215.12,144.0,106.0,41.377,180.83,96.01,separate from colored overlay,50.69,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0016_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0016_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,17,13.4,402,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,15,1,980.2,636.3,974.0,626.0,14,23,237,0.736,247,152,188.86,143.0,104.0,11.633,181.33,98.41,separate from colored overlay,53.51,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0017_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0017_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,18,13.6,408,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,17,1,967.6,594.5,959.0,588.0,18,12,161,0.745,254,139,227.81,178.0,76.0,43.622,139.93,55.07,near colored overlay,9.89,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0018_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0018_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,19,13.8,414,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,15,1,921.4,570.1,919.0,564.0,5,13,50,0.769,251,196,232.36,174.0,77.0,52.304,128.51,48.95,near colored overlay,25.1,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0019_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0019_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,20,14.0,420,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,889.5,543.9,887.0,539.0,5,11,41,0.745,253,190,229.24,174.0,79.0,41.322,126.16,70.64,near colored overlay,23.55,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0020_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0020_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,21,14.2,426,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,3,882.5,521.0,880.0,517.0,5,9,33,0.733,252,208,236.21,178.0,74.0,23.919,117.3,79.81,near colored overlay,33.57,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0021_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0021_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,22,14.4,432,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,897.8,504.2,896.0,499.0,4,11,36,0.818,253,197,234.42,166.0,87.0,22.704,95.75,71.81,separate from colored overlay,35.72,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0022_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0022_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,23,14.6,438,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,917.8,493.4,916.0,489.0,4,10,33,0.825,246,180,225.73,158.0,88.0,22.722,73.45,62.88,separate from colored overlay,40.32,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0023_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0023_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,24,14.8,444,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,944.5,481.0,942.0,476.0,5,11,40,0.727,253,188,231.05,158.0,95.0,29.543,44.6,61.01,near colored overlay,20.17,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0024_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0024_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,25,15.0,450,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,20,1,966.5,469.0,964.0,465.0,5,9,33,0.733,251,199,233.09,161.0,90.0,24.991,20.35,71.3,near colored overlay,25.04,23.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0025_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0025_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,26,15.2,456,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,19,1,976.6,461.2,974.0,456.0,5,11,38,0.691,253,199,235.21,171.0,82.0,12.771,8.03,80.52,separate from colored overlay,36.67,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0026_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0026_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,27,15.4,462,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,16,1,980.8,460.8,977.0,455.0,7,13,62,0.681,255,199,238.1,178.0,77.0,4.25,5.98,81.86,separate from colored overlay,38.56,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0027_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0027_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,28,15.6,468,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,7,1,995.3,472.1,992.0,467.0,6,11,44,0.667,255,215,242.36,181.0,74.0,18.288,21.26,76.54,separate from colored overlay,38.36,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0028_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0028_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,29,15.8,474,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,8,1,1018.9,489.5,1015.0,484.0,7,12,54,0.643,255,195,238.96,181.0,74.0,29.383,49.77,77.6,separate from colored overlay,46.07,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0029_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0029_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,30,16.0,480,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,7,1,1059.4,510.5,1052.0,502.0,15,18,176,0.652,255,176,230.9,181.0,74.0,45.659,94.09,103.72,separate from colored overlay,56.51,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0030_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0030_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,31,16.2,486,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,8,1,1082.6,532.7,1080.0,528.0,5,11,39,0.709,255,201,241.87,181.0,74.0,32.017,125.55,122.81,separate from colored overlay,73.67,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0031_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0031_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,32,16.4,492,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,8,1,1094.1,554.3,1091.0,549.0,6,12,53,0.736,255,209,241.7,181.0,74.0,24.496,147.97,134.87,separate from colored overlay,85.62,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0032_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0032_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,33,16.6,498,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,8,1,1097.4,575.0,1095.0,570.0,5,11,43,0.782,255,217,242.28,182.0,73.0,20.972,164.5,141.76,separate from colored overlay,93.33,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0033_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0033_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,34,16.8,504,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,8,1,1109.9,598.6,1108.0,592.0,6,14,61,0.726,252,182,222.02,183.0,69.0,26.74,190.14,160.96,separate from colored overlay,114.27,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0034_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0034_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,35,17.0,510,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,6,1,1118.9,622.8,1117.0,616.0,6,14,59,0.702,253,181,219.19,183.0,70.0,25.788,214.2,179.16,separate from colored overlay,134.63,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0035_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0035_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,36,17.2,516,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,10,1,1134.6,647.8,1133.0,641.0,5,15,58,0.773,252,175,217.79,183.0,69.0,29.541,243.3,205.19,separate from colored overlay,162.3,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0036_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0036_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,37,17.4,522,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,10,1,1147.9,665.0,1146.0,657.0,6,17,74,0.725,252,175,220.14,183.0,69.0,21.767,264.79,225.7,separate from colored overlay,183.58,20.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0037_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0037_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,38,17.6,528,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,low,9,1,1140.4,668.9,1138.0,664.0,5,10,37,0.74,255,202,241.35,183.0,72.0,21.839,263.15,221.73,separate from colored overlay,180.6,20.0,"weak, cloud-confounded, distant from expected lane, or overlay-adjacent candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0038_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0038_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,dense-swir-track,39,17.8,534,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,medium,10,1,1118.3,659.5,1116.0,654.0,5,12,48,0.8,255,206,240.31,183.0,72.0,19.996,242.74,198.37,separate from colored overlay,158.32,20.0,"usable but weak, cloud-confounded, or overlay-adjacent SWIR candidate",research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/annotated-frames/frame_0039_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/dense-swir-track/target-patches/frame_0039_patch.jpg
