video,release_id,sample_index,approx_second,source_frame_index,loop_index,cycle_second,is_primary_observation,dvids_phase,dvids_anchor,review_quality,candidate_count,target_center_x,target_center_y,expected_lane_x,expected_lane_y,distance_from_expected_lane_px,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,mean_signed_luma_delta,max_residual_luma,mean_residual_luma,residual_threshold,background_shift_x,background_shift_y,phase_corr_response,raw_score,lane_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689759.mp4,DOW-UAP-PR43,22,2.2,66,0,2.202,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,5,1173.5,922.6,1157.4,919.3,16.46,1171,921,6,5,14,-36.143,27.775,15.612,10.715,0.0407,0.0747,0.9843,232.46,199.541,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0022_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0022_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,23,2.3,69,0,2.302,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,6,1250.9,969.6,1180.0,930.0,81.19,1249,968,5,4,14,-39.286,39.319,19.453,10.895,0.0266,0.0762,0.9784,292.006,129.62,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0023_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0023_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,24,2.4,72,0,2.402,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,9,1353.1,1032.6,,,inf,1351,1031,5,4,12,50.417,50.874,25.395,11.018,0.0249,0.0709,0.9801,330.173,-669.827,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0024_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0024_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,25,2.5,75,0,2.502,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,5,1334.5,740.5,,,inf,1334,740,2,2,4,-16.0,13.512,8.137,9.253,0.0233,0.0533,0.9883,39.306,-960.694,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0025_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0025_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,26,2.6,78,0,2.603,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,7,729.5,866.5,,,inf,729,866,2,2,4,19.25,15.448,8.331,9.665,-0.0095,0.0643,0.9885,41.048,-958.952,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0026_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0026_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,27,2.7,81,0,2.703,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,6,715.9,908.6,,,inf,715,907,3,4,9,29.111,25.426,13.369,10.626,-0.0657,0.0697,0.9826,133.036,-866.964,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0027_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0027_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,28,2.8,84,0,2.803,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,3,720.5,907.5,,,inf,720,907,2,2,4,-29.25,26.305,12.99,14.679,-0.0438,0.1072,0.909,65.111,-934.889,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0028_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0028_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,29,2.9,87,0,2.903,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,5,925.5,930.5,,,inf,925,930,2,2,4,-16.75,17.897,7.113,9.383,-0.0182,0.0447,0.999,37.401,-962.599,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0029_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0029_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,30,3.0,90,1,0.067,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,0,,,146.6,440.0,,,,,,,,,,,,,,,,no compact residual component survived filtering near the expected lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0030_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0030_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,31,3.1,93,1,0.167,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,598.0,935.5,194.0,462.4,622.11,597,935,3,2,6,13.0,18.826,6.601,9.371,-0.0039,0.0479,0.995,49.02,-950.98,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0031_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0031_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,32,3.2,96,1,0.267,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,2,730.5,893.5,241.3,484.9,637.35,730,893,2,2,4,-27.75,23.41,14.259,10.151,0.0112,0.0797,0.9867,68.742,-931.258,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0032_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0032_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,33,3.3,99,1,0.367,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,4,471.5,904.5,288.7,507.4,437.16,471,904,2,2,4,21.0,22.19,9.768,9.595,0.0018,0.0531,0.9865,50.168,-824.156,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0033_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0033_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,34,3.4,102,1,0.467,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,230.0,805.5,336.1,529.8,295.37,229,805,3,2,6,9.5,8.718,4.703,8.37,-0.0028,0.0373,0.9929,32.579,-558.165,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0034_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0034_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,35,3.5,105,1,0.567,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,418.0,881.5,383.5,552.3,330.99,417,881,3,2,6,-18.5,14.015,8.658,10.151,0.0074,0.0796,0.9893,58.956,-603.027,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0035_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0035_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,36,3.6,108,1,0.667,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,2,495.5,1011.5,430.9,574.8,441.48,495,1011,2,2,4,7.75,11.151,3.362,10.151,-0.0126,0.0941,0.989,19.023,-863.931,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0036_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0036_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,37,3.7,111,1,0.767,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,124.5,854.5,478.3,597.2,437.4,124,854,2,2,4,-21.25,19.943,11.33,10.151,-0.0246,0.0827,0.9917,55.291,-819.511,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0037_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0037_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,38,3.8,114,1,0.868,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,2,715.5,898.5,525.6,619.7,337.3,715,898,2,2,4,20.25,13.824,8.739,10.151,-0.0062,0.0881,0.9972,41.867,-632.735,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0038_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0038_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,39,3.9,117,1,0.968,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,727.5,898.5,573.0,642.2,299.28,727,898,2,2,4,-20.25,14.626,10.231,8.907,-0.0728,0.0663,1.0121,48.235,-550.317,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0039_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0039_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,40,4.0,120,1,1.068,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,2,323.5,923.5,620.4,664.6,393.89,323,923,2,2,4,8.75,14.104,3.671,8.811,-0.0167,0.033,1.0072,21.735,-766.049,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0040_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0040_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,41,4.1,123,1,1.168,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,4,713.5,898.5,667.8,687.1,216.28,713,898,2,2,4,22.25,15.502,11.751,9.094,-0.0061,0.0566,0.9909,54.755,-377.796,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0041_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0041_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,42,4.2,126,1,1.268,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,6,903.0,741.5,715.2,709.6,190.54,902,741,3,2,6,17.333,19.88,8.557,8.449,-0.0002,0.0286,0.9972,61.283,-319.793,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0042_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0042_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,43,4.3,129,1,1.368,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,1646.0,953.5,762.5,732.0,910.8,1645,953,3,2,6,-12.667,13.366,4.723,9.806,0.0016,0.0277,0.9884,35.02,-964.98,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0043_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0043_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,44,4.4,132,1,1.468,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,713.5,900.5,809.9,754.5,174.95,713,900,2,2,4,12.25,10.068,5.109,8.42,-0.0016,0.0175,0.9951,25.469,-324.434,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0044_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0044_patch.jpg
