video,release_id,report_id_working,dvids_report_label,sample_index,approx_second,source_frame_index,phase,dvids_anchor,candidate_x,candidate_y,dx_from_frame_center,dy_from_frame_center,bbox_w,bbox_h,area,max_luma,mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,annotated_frame_path,zoom_patch_path
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,21,10.50,315,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,736.0,733.7,-224.0,193.7,32,13,266,216,214.93,7,280.69,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0021_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0021_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,22,11.00,330,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,762.8,505.4,-197.2,-34.6,13,12,102,236,216.53,6,153.47,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0022_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0022_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,23,11.50,345,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1050.6,663.2,90.6,123.2,12,13,106,255,240.42,2,118.76,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0023_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0023_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,24,12.00,360,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,807.2,528.2,-152.8,-11.8,33,24,330,206,202.48,5,108.3,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0024_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0024_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,25,12.50,375,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1142.6,751.6,182.6,211.6,19,34,332,255,220.19,25,160.18,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0025_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0025_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,26,13.00,390,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,984.8,679.8,24.8,139.8,17,33,307,255,220.52,19,97.99,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0026_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0026_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,27,13.50,405,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,949.3,534.8,-10.7,-5.2,23,14,159,201,192.41,19,2.2,intersects colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0027_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0027_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,28,14.00,420,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,895.6,547.0,-64.4,7.0,18,33,313,255,220.19,15,19.84,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0028_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0028_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,29,14.50,435,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,914.4,501.1,-45.6,-38.9,15,32,256,254,218.83,14,34.94,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0029_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0029_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,30,15.00,450,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,972.2,475.5,12.2,-64.5,17,33,319,255,215.26,13,22.03,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0030_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0030_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,31,15.50,465,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,990.6,473.9,30.6,-66.1,16,36,348,255,213.43,53,35.22,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0031_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0031_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,32,16.00,480,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1059.4,517.8,99.4,-22.2,17,35,353,255,212.81,65,54.84,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0032_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0032_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,33,16.50,495,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1102.2,582.9,142.2,42.9,18,36,371,255,215.78,91,101.88,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0033_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0033_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,34,17.00,510,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1114.8,628.3,154.8,88.3,17,35,336,255,215.62,47,136.1,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0034_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0034_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,35,17.50,525,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1146.9,674.9,186.9,134.9,17,35,339,255,215.01,48,190.89,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0035_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0035_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,36,18.00,540,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1096.4,652.9,136.4,112.9,16,36,345,255,215.19,71,140.24,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0036_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0036_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,37,18.50,555,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,1038.7,620.8,78.7,80.8,16,34,318,255,215.19,62,82.73,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0037_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0037_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,38,19.00,570,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,986.7,568.7,26.7,28.7,16,33,321,255,216.36,118,20.75,near colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0038_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0038_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,39,19.50,585,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,930.2,510.6,-29.8,-29.4,15,37,347,255,213.33,139,24.44,near colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0039_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0039_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,40,20.00,600,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,894.3,455.4,-65.7,-84.6,15,32,304,255,215.15,74,76.92,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0040_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0040_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,41,20.50,615,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,886.4,437.9,-73.6,-102.1,16,34,319,253,213.41,118,94.89,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0041_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0041_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,42,21.00,630,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,881.3,466.2,-78.7,-73.8,15,34,288,255,212.74,86,78.37,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0042_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0042_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,43,21.50,645,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,865.8,503.9,-94.2,-36.1,16,35,335,253,212.99,98,59.28,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0043_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0043_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D25,DoW-UAP-D7,44,22.00,660,full-screen SWIR track,DVIDS: 00:10 display shifts to full-screen SWIR; 00:55 contrast remains generally centered,845.4,541.8,-114.6,1.8,16,33,309,255,214.32,17,69.64,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/annotated-frames/frame_0044_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/research/ufo-derived/video-hard-pair-phase-review/DOD_111688954/object-zoom-patches/frame_0044_patch.jpg
