video,release_id,report_id,sample_index,approx_second,source_frame_index,phase,dvids_anchor,candidate_x,candidate_y,dx_from_frame_center,dy_from_frame_center,bbox_w,bbox_h,area,max_luma,mean_luma,candidate_count,nearest_colored_overlay_px,overlay_relation,review_confidence,annotated_frame_path,zoom_patch_path
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,10,5.00,150,entry from bottom-left quarter,DVIDS: 00:04 area of contrast enters from bottom-left quarter,419.9,862.7,-540.1,322.7,7,4,25,240,178.52,5,70.07,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0010_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0010_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,11,5.50,165,entry from bottom-left quarter,DVIDS: 00:04 area of contrast enters from bottom-left quarter,229.6,874.8,-730.4,334.8,7,3,17,214,167.41,6,254.01,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0011_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0011_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,12,6.00,180,entry from bottom-left quarter,DVIDS: 00:04 area of contrast enters from bottom-left quarter,176.9,881.2,-783.1,341.2,11,5,45,250,193.44,4,307.12,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0012_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0012_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,13,6.50,195,entry from bottom-left quarter,DVIDS: 00:04 area of contrast enters from bottom-left quarter,216.2,881.7,-743.8,341.7,9,4,29,226,173.1,7,268.93,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0013_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0013_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,14,7.00,210,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,252.5,878.5,-707.5,338.5,6,4,20,248,190.95,5,233.04,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0014_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0014_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,15,7.50,225,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,299.8,874.8,-660.2,334.8,9,4,29,250,188.62,5,186.75,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0015_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0015_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,16,8.00,240,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,417.0,870.0,-543.0,330.0,5,3,15,217,178.0,6,78.82,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0016_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0016_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,17,8.50,255,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1827.7,1.4,867.7,-538.6,14,4,52,189,144.02,6,474.79,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0017_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0017_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,18,9.00,270,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,825.9,835.5,-134.1,295.5,10,4,31,238,168.52,4,274.9,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0018_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0018_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,19,9.50,285,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,967.9,829.6,7.9,289.6,5,4,17,241,178.82,6,233.6,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0019_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0019_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,20,10.00,300,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1005.1,828.4,45.1,288.4,5,4,17,224,168.29,7,235.68,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0020_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0020_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,21,10.50,315,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1054.3,824.0,94.3,284.0,8,3,23,254,187.7,4,247.34,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0021_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0021_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,22,11.00,330,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1095.5,813.7,135.5,273.7,6,5,22,244,169.23,5,254.36,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0022_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0022_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,23,11.50,345,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1139.4,794.7,179.4,254.7,8,5,30,254,184.6,4,264.38,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0023_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0023_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,24,12.00,360,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1192.8,753.3,232.8,213.3,7,5,27,250,182.63,6,236.82,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0024_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0024_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,25,12.50,375,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1199.9,706.7,239.9,166.7,5,4,15,242,184.4,7,245.91,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0025_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0025_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,26,13.00,390,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1116.9,674.7,156.9,134.7,9,4,30,228,164.6,5,162.4,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0026_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0026_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,27,13.50,405,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,965.6,665.9,5.6,125.9,8,3,21,229,162.0,5,69.88,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0027_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0027_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,28,14.00,420,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1827.5,1.4,867.5,-538.6,14,4,54,187,144.63,4,473.99,separate from colored reticle/overlay,medium,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0028_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0028_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,29,14.50,435,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,590.0,653.3,-370.0,113.3,7,4,21,248,180.0,4,184.5,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0029_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0029_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,30,15.00,450,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,573.5,640.5,-386.5,100.5,8,4,28,241,174.61,5,186.32,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0030_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0030_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,31,15.50,465,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,534.3,649.7,-425.7,109.7,8,4,28,243,182.68,14,162.65,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0031_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0031_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,32,16.00,480,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,867.5,617.0,-92.5,77.0,4,3,12,229,161.0,20,76.1,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0032_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0032_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,33,16.50,495,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1018.0,603.0,58.0,63.0,5,3,15,235,171.93,16,47.76,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0033_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0033_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,34,17.00,510,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1114.4,591.6,154.4,51.6,6,4,21,238,173.71,9,112.17,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0034_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0034_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,35,17.50,525,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1117.9,577.6,157.9,37.6,5,4,17,237,179.94,6,111.98,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0035_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0035_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,36,18.00,540,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1079.5,564.0,119.5,24.0,6,5,20,248,179.1,8,71.95,separate from colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0036_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0036_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,37,18.50,555,horizontal back-and-forth tracking,DVIDS: 00:07-00:19 area of contrast moves back and forth as sensor pans,1036.5,546.4,76.5,6.4,4,4,13,237,183.08,6,28.66,near colored reticle/overlay,high,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/annotated-frames/frame_0037_annotated.jpg,C:/Users/Dan/Desktop/Projects/igh-planning/https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-hard-pair-phase-review/DOD_111689011/object-zoom-patches/frame_0037_patch.jpg
